DAUID,Population,Employment rate,Area,Total - Structural type of dwelling
35204581,1011,79.7,42180.355112214915,670.0
35204582,754,64.7,27761.523347012793,570.0
35204583,567,75.9,38822.76560642057,390.0
35204584,605,54.5,37727.77496730878,385.0
35204585,838,85.3,33156.888988779254,585.0
35204586,517,75.5,48640.35124513142,295.0
35204587,371,55.7,8796.112636966527,240.0
35204588,2176,60.1,55612.14704383125,1280.0
35204589,1043,81.6,32360.00175556673,680.0
35204590,899,41.7,30939.333455323565,765.0
35204591,1252,75.9,25916.260659579773,855.0
35204592,963,70.7,43723.09975476666,545.0
35204593,689,62.3,26992.803125557697,425.0
35204594,616,71.4,20767.391534945928,385.0
35204595,1174,68.6,9589.15758170918,710.0
35204596,677,78.0,13069.551692250208,445.0
35204597,544,66.0,6390.779793014427,345.0
35204598,407,72.0,35430.76771501406,270.0
35204599,821,52.6,9189.575722699565,295.0
35204600,977,49.0,21277.623938375553,705.0
35204601,463,59.1,3938.542849282756,310.0
35204602,651,62.1,105327.62566916646,320.0
35204603,547,53.4,66284.80529148855,345.0
35204604,731,61.5,314606.25122277404,445.0
35204605,706,72.2,12898.046833745539,435.0
35204606,1113,72.6,61474.33909249944,655.0
35204607,851,,65754.51476545211,485.0
35204608,854,67.1,43664.4829756121,460.0
35204609,367,,155526.35064253912,155.0
35204611,709,85.2,10953.843423475086,480.0
35204612,911,57.8,37450.51950813078,495.0
35204613,465,52.9,18224.19861517242,275.0
35204614,847,60.1,14804.672866311463,515.0
35204615,1178,72.8,162987.87095898137,680.0
35204616,611,48.2,309866.73697478214,265.0
35204618,898,59.4,18182.239533214477,400.0
35204619,528,68.9,63706.474793017966,375.0
35204620,662,70.4,30361.483656840534,380.0
35204621,664,76.0,17976.09635744742,495.0
35204622,576,64.6,17180.229054930915,415.0
35204623,717,78.6,47310.17015048739,445.0
35204624,391,67.6,17706.777224834732,270.0
35204625,433,45.7,42151.439066148814,165.0
35204626,420,49.2,58553.196867137216,145.0
35204627,425,61.3,44421.832455696866,165.0
35204628,368,54.2,52801.87075023299,125.0
35204629,551,60.4,72853.33892087103,205.0
35204630,390,53.0,71392.10306188869,140.0
35204631,607,72.7,58076.15612383987,215.0
35204632,416,71.6,99354.08921224302,155.0
35204633,502,72.0,122672.47528278854,175.0
35204634,571,69.5,13451490.724253947,230.0
35204635,623,65.0,182647.98436102987,255.0
35204636,620,68.6,103463.31888698529,255.0
35204637,499,65.9,80200.21863331812,200.0
35204638,479,65.3,69966.9862688069,170.0
35204639,527,69.3,79413.91712219051,230.0
35204640,460,64.9,73909.707226287,175.0
35204641,639,70.5,119459.09418678531,250.0
35204642,535,76.1,139263.35209924847,205.0
35204643,437,70.8,73670.37367106533,160.0
35204644,474,58.9,82970.79906124261,180.0
35204645,493,61.7,144425.0368899943,200.0
35204646,413,53.5,46319.647790826624,180.0
35204647,566,48.4,25977.549639254248,260.0
35204648,863,40.3,88663.0291012358,390.0
35204649,524,57.7,194522.0332784973,165.0
35204650,1997,66.5,125704.93409273654,1205.0
35204651,440,70.2,674662.9941064233,320.0
35204652,1046,82.1,25636.221465262563,640.0
35204653,2832,65.0,62457.16584398905,1680.0
35204654,4721,78.4,1282344.7463396771,2945.0
35204655,2572,72.7,51547.901416205175,1600.0
35204656,760,82.1,45635.45208147669,475.0
35204657,2255,54.1,108162.98045790478,845.0
35204658,390,66.7,31189.330414739725,160.0
35204659,683,32.3,45845.35661463592,500.0
35204660,402,67.1,30784.59488903151,180.0
35204661,1213,28.4,91874.74768475739,775.0
35204662,1170,48.5,42892.42511641815,460.0
35204663,599,62.0,47064.143586982595,325.0
35204664,550,75.9,47574.89473504025,235.0
35204665,550,45.6,45703.154384649766,235.0
35204666,1007,75.3,103150.24952133665,380.0
35204667,460,86.0,70099.5934024163,260.0
35204668,849,50.7,55970.34388173898,440.0
35204669,496,65.9,16437.699546496722,195.0
35204670,1248,61.2,142859.40572517522,580.0
35204671,451,26.1,35997.88098442274,275.0
35204672,678,66.7,391402.14792913175,250.0
35204673,633,72.5,138298.89558021916,240.0
35204674,506,57.3,148322.86052913158,190.0
35204675,1527,62.2,1145747.8166133664,855.0
35204676,2237,78.0,129283.55598739746,1350.0
35204677,2850,71.3,3375995.580832325,1300.0
35204678,405,68.7,85128.30879584406,165.0
35204679,447,58.2,58712.89502349272,180.0
35204680,564,64.1,285174.87844183185,250.0
35204681,471,63.0,82898.89340281083,185.0
35204682,519,23.5,104261.55233294354,380.0
35204683,410,48.5,76362.01162264663,145.0
35204684,652,24.4,52777.41049849978,490.0
35204685,424,70.4,95725.85006403078,185.0
35204686,475,62.5,100713.8678381668,205.0
35204687,347,80.6,57566.510153189105,160.0
35204688,684,62.1,51564.66828993968,345.0
35204689,885,66.9,47820.98739328351,400.0
35204690,930,65.5,500126.1968608605,585.0
35204691,3922,64.5,1638558.1125762465,2155.0
35204692,424,65.8,70662.69452438694,205.0
35204693,534,67.5,72342.51446761,220.0
35204694,1498,74.0,300558.17433230544,700.0
35204695,432,60.6,506571.47419449507,185.0
35204696,649,62.6,149074.62480120797,270.0
35204697,504,65.4,28092.87413782443,245.0
35204698,659,59.2,503626.93461345305,285.0
35204699,653,43.8,8760.918538742535,290.0
35204700,862,54.4,91737.76464628406,450.0
35204701,197,,1294367.9044220995,0.0
35250030,426,52.9,1976310.58132912,160.0
35250031,536,62.2,7756251.676104451,170.0
35250032,647,65.4,1017529.6305397503,220.0
35250033,679,66.1,285868.4197537493,220.0
35250034,712,64.5,679331.7937086972,285.0
35250035,333,70.6,116718.97490291604,120.0
35250036,649,71.4,387749.6377053396,255.0
35250037,569,70.0,296756.0718589027,250.0
35250038,677,54.4,146806.21484049933,385.0
35250039,504,45.8,75046.32317109303,295.0
35250040,503,56.8,200865.19275300697,220.0
35250041,421,57.9,130816.32123277448,225.0
35250042,284,64.4,60858.838098015185,115.0
35250043,619,49.1,818630.8666770039,265.0
35250044,362,53.2,123739.30312575046,140.0
35250045,407,67.6,56287.25704033493,245.0
35250046,520,63.6,314756.96805181465,195.0
35250047,605,49.5,589727.2699488023,250.0
35250048,344,66.7,113634.01259142514,115.0
35250049,494,59.3,167618.60575520454,175.0
35250050,388,63.1,149521.77181181064,140.0
35250051,1233,61.0,1171921.2750927957,410.0
35250052,371,55.2,110340.83638021965,135.0
35250053,665,59.6,709871.9131936539,235.0
35250054,401,75.4,199831.14837526804,130.0
35250055,763,66.4,178608.78873053603,295.0
35250056,249,70.3,54843.24878288137,60.0
35250059,782,63.7,2900100.279245775,275.0
35250060,663,73.6,523006.68993473344,240.0
35250061,455,71.1,181293.82074528202,150.0
35250062,649,52.2,10334030.130303796,250.0
35250063,1599,68.7,2256196.2895159675,550.0
35250064,813,61.2,666200.9401273825,305.0
35250065,590,76.3,167769.2724686258,170.0
35250066,418,52.1,209289.18848409108,150.0
35250067,629,66.3,329147.6407466091,190.0
35250070,926,55.4,1443065.3062406327,245.0
35250073,510,74.4,81747.06455571033,150.0
35250074,373,70.0,65766.90323228209,110.0
35250075,481,67.1,84360.38223172579,145.0
35250077,592,60.0,93289.12213556761,185.0
35250078,403,69.3,83881.02057289585,130.0
35250079,348,63.2,159882.87722643424,115.0
35250080,633,55.3,193345.01483863455,205.0
35250081,1070,68.6,194793.263851817,350.0
35250082,277,53.1,50111.069906178105,95.0
35250083,724,42.1,186145.0890258516,200.0
35250084,338,65.0,89248.42899827719,115.0
35250085,294,54.0,93772.64717320981,100.0
35250086,664,57.8,142691.87307654953,165.0
35250087,532,57.8,115961.96396698743,190.0
35250088,531,77.5,244043.95149664086,175.0
35250089,558,47.0,63512.58777081074,295.0
35250093,581,55.1,212979.59805966855,210.0
35250094,322,64.0,56552.726180344565,130.0
35250095,505,61.3,114596.53562354688,165.0
35250096,548,66.7,144248.0102552404,180.0
35250097,429,76.4,305825.11845449544,115.0
35250098,247,57.1,66814.52740837002,70.0
35250099,892,67.2,1614266.596324677,215.0
35250100,488,76.2,215499.25388048607,190.0
35250101,465,63.6,120252.38765148421,155.0
35250102,347,54.4,144085.8890952439,115.0
35250105,587,55.3,239727.61550103873,235.0
35250106,474,45.7,133109.55129780542,190.0
35250107,522,51.7,228100.23606156424,200.0
35250108,542,51.7,168905.10200540387,210.0
35250109,677,58.3,270661.2064645891,250.0
35250110,556,40.9,272785.8332058998,225.0
35250111,607,43.1,242563.44195246452,165.0
35250112,426,39.7,125972.98997269856,165.0
35250113,300,76.8,127366.40005089669,110.0
35250114,396,58.6,142967.04896574348,145.0
35250115,1406,58.1,294063.58196481265,540.0
35250116,612,64.7,193707.667722776,195.0
35250117,290,56.8,48758.43208830458,95.0
35250118,449,77.8,92160.15831964648,130.0
35250119,544,45.3,101560.80861301925,185.0
35250120,393,73.2,59808.253058048795,140.0
35250121,463,63.4,75796.89848775476,180.0
35250122,387,59.4,97654.63575015707,125.0
35250123,421,61.4,87659.26586647658,120.0
35250124,557,51.1,109635.35441047122,180.0
35250125,342,71.9,60046.21909899456,115.0
35250126,607,69.7,78294.44104848972,180.0
35250127,959,75.2,436988.4231271256,295.0
35250128,431,76.1,117105.60149496731,120.0
35250129,402,64.6,63517.56913978477,110.0
35250130,360,62.9,131723.65430843728,105.0
35250132,1423,52.5,763786.9156892791,515.0
35250133,328,0.0,221460.1494892801,245.0
35250134,763,66.9,314170.51171817316,265.0
35250135,771,69.8,1717475.012229812,275.0
35250136,376,50.8,250533.55281187894,125.0
35250137,352,56.7,303306.5198316367,125.0
35250144,610,63.1,1233728.744916095,185.0
35250145,373,65.5,168482.177780229,125.0
35250146,836,62.3,2034524.971267605,290.0
35250147,459,61.8,233659.2544768366,155.0
35250148,496,68.3,156776.89191692654,175.0
35250149,619,59.4,336034.31540376367,190.0
35250150,490,48.8,269525.24909523263,215.0
35250151,486,65.1,168030.03223240667,155.0
35250152,1388,59.0,995708.8227172954,485.0
35250153,633,66.4,237187.67620217035,210.0
35250154,2455,72.8,1243492.497129154,795.0
35250155,2111,77.5,1670671.4033029447,670.0
35250156,389,56.5,185293.39312597865,125.0
35250158,511,68.2,2793314.2724893703,165.0
35250159,482,72.5,319266.0446336057,150.0
35250160,421,71.8,163663.09158616487,125.0
35250161,753,71.3,262868.75014553603,225.0
35250162,384,66.2,207368.53942835724,135.0
35250163,545,59.8,549835.4033669007,210.0
35250164,497,39.6,266204.5049473478,260.0
35250171,613,67.7,10732278.711533073,215.0
35250172,498,67.1,8818066.757336369,165.0
35250173,711,69.0,8615559.118493818,260.0
35250174,1065,68.2,19648036.1131799,365.0
35250175,769,72.4,380836.52051778306,240.0
35250176,736,71.3,163157.54046981057,215.0
35250177,796,66.7,171444.70455205004,245.0
35250178,569,62.4,173084.370380692,170.0
35250179,686,80.2,140980.00029799994,185.0
35250180,626,66.3,981871.1971996649,195.0
35250181,418,66.7,116476.80122066765,115.0
35250182,685,72.1,172068.05669993637,195.0
35250183,257,71.4,52352.96456060897,75.0
35250184,429,73.5,77638.28772433015,120.0
35250185,706,62.0,303607.9147557182,245.0
35250186,332,89.3,82564.99107144901,110.0
35250187,1089,75.8,413227.143655419,300.0
35250188,755,73.2,118830.05858687655,270.0
35250189,655,69.2,180938.19431722054,180.0
35250190,456,62.7,112873.62629176161,140.0
35250191,762,76.6,747988.4665035444,255.0
35250192,896,71.6,439781.7181836354,300.0
35250193,387,67.2,90097.12677759904,120.0
35250194,548,75.0,117264.1173310053,155.0
35250196,561,62.6,182385.50878771243,190.0
35250197,553,64.9,134958.51080340034,180.0
35250199,1165,62.0,3893887.574442045,410.0
35250200,551,52.1,757599.642344733,220.0
35250201,306,58.9,71260.07808529396,105.0
35250202,1059,56.0,151893.35424867526,415.0
35250203,1003,55.0,206603.25158096434,340.0
35250204,1099,51.7,64588.47018662171,355.0
35250205,283,69.8,53946.230451865005,90.0
35250206,670,67.3,142950.63780715078,230.0
35250207,318,71.4,63421.143711953075,105.0
35250208,414,42.5,107666.62721305358,150.0
35250209,344,59.3,108412.14907385303,125.0
35250210,457,55.1,119408.68860763512,165.0
35250211,323,30.2,61017.480884235294,190.0
35250212,445,39.2,57372.943898982696,210.0
35250213,431,55.4,619233.1984852245,165.0
35250216,412,47.1,107240.88280766744,145.0
35250217,664,62.1,283310.68889551266,215.0
35250218,624,71.3,252463.77046655206,220.0
35250221,534,59.1,33512.64937339165,320.0
35250222,506,40.4,272084.675742509,200.0
35250223,475,45.3,151950.74016091786,185.0
35250224,425,46.9,80757.32819262646,190.0
35250225,356,53.7,258390.40544945627,140.0
35250226,502,45.0,58873.52843948067,315.0
35250227,574,53.5,105209.39869160429,260.0
35250230,486,52.5,326004.1641183299,190.0
35250231,666,45.6,298973.5822935216,255.0
35250232,942,46.3,203278.68485446458,315.0
35250233,543,53.1,357087.420931925,205.0
35250234,386,66.7,94535.48173485193,110.0
35250238,1094,51.6,203566.8585504064,360.0
35250239,406,64.1,66524.66595512317,115.0
35250240,715,57.3,49239.899426422664,260.0
35250241,272,43.8,115198.31845269671,95.0
35250243,1256,58.0,385764.3413223098,500.0
35250248,904,64.8,387812.6344322625,290.0
35250249,526,43.1,171788.02457320387,310.0
35250250,491,61.5,146313.59901336764,190.0
35250251,407,54.7,81795.6262572457,185.0
35250254,665,52.6,159307.91041299695,330.0
35250255,541,48.0,208033.5350577544,275.0
35250256,649,49.5,258235.9727937719,300.0
35250257,614,47.3,91256.62238145823,365.0
35250258,786,39.2,221457.9720754531,450.0
35250259,501,50.0,298827.686781296,210.0
35250260,567,43.9,78735.99360483939,325.0
35250261,481,52.4,154187.59057290727,260.0
35250262,793,39.7,372998.32068884524,270.0
35250263,888,61.1,608972.1394410577,285.0
35250264,421,61.4,92698.76941444162,120.0
35250265,598,59.2,194747.41461061663,200.0
35250266,278,63.6,75937.71376756868,100.0
35250267,489,56.2,352781.1801298755,190.0
35250269,266,65.1,197540.06575860898,90.0
35250270,326,71.7,102884.65566952569,110.0
35250271,365,58.3,131238.54567066237,135.0
35250272,416,35.1,160334.51197745625,215.0
35250273,393,29.0,145612.2151578135,140.0
35250274,920,59.1,179037.94702488417,335.0
35250275,514,48.9,187071.61502413574,185.0
35250276,594,53.5,244795.51891502237,230.0
35250277,429,48.6,82706.08106927024,180.0
35250278,429,67.1,388746.3364297073,150.0
35250279,736,56.4,130150.7253455894,235.0
35250280,420,54.9,142731.15345560407,135.0
35250281,503,66.2,93601.59985057483,190.0
35250282,618,53.9,177787.14289299655,190.0
35250283,678,56.8,271447.0571642303,225.0
35250284,418,47.1,113719.38581866956,140.0
35250285,767,57.0,182820.0183657194,255.0
35250286,386,67.2,97114.02051446249,125.0
35250287,654,65.8,218251.67102892546,195.0
35250288,455,58.8,138990.4434081482,160.0
35250289,729,56.7,280195.190233032,210.0
35250290,669,61.1,205332.62185122582,215.0
35250291,1129,70.0,205985.36064008577,330.0
35250293,1031,57.1,182877.64310230417,370.0
35250294,539,73.2,143933.74704089822,140.0
35250295,379,56.5,76942.19723092682,115.0
35250296,544,61.7,226032.11749651187,170.0
35250297,561,73.0,174571.40668127965,190.0
35250298,577,67.7,1065270.6956422005,165.0
35250299,642,67.6,276951.6867589698,195.0
35250300,928,59.5,373055.2112842497,285.0
35250302,455,58.7,307175.27667515446,160.0
35250303,580,58.3,197263.4229943743,195.0
35250304,522,54.9,219955.5517966779,185.0
35250305,612,70.6,235157.26355538293,200.0
35250306,378,54.8,167648.7511206728,145.0
35250307,667,50.5,2952166.453656188,200.0
35250308,843,63.8,415230.5729111316,280.0
35250309,391,79.7,74153.61268128178,95.0
35250310,463,63.2,96373.08164964884,125.0
35250311,585,84.5,99485.7346481324,210.0
35250312,382,63.5,139478.74954826813,115.0
35250313,834,62.9,2206655.357330608,340.0
35250315,736,37.1,315292.8856920258,440.0
35250316,702,75.7,1948946.9945244687,305.0
35250317,444,71.2,203141.4126066068,150.0
35250318,143,60.9,6979251.039569973,50.0
35250319,436,62.9,40625.80771077861,180.0
35250320,494,44.7,99056.40817612835,180.0
35250321,342,56.2,228256.12304466107,145.0
35250322,441,64.3,166585.4398646301,170.0
35250323,558,50.0,147303.46155027693,215.0
35250324,963,48.7,408948.3807035868,315.0
35250326,430,41.1,98758.6784939053,145.0
35250327,795,49.1,123039.71882589496,250.0
35250328,426,54.1,85000.4479933111,160.0
35250329,511,58.6,105524.0410098874,200.0
35250330,492,48.0,99738.14780692811,175.0
35250331,458,48.5,117142.86520474947,160.0
35250332,545,62.4,144799.17493313458,225.0
35250333,663,62.4,214420.1091139876,255.0
35250334,509,44.4,404361.45935083914,250.0
35250335,432,57.5,131721.63630175882,180.0
35250336,506,60.2,144804.32740005167,195.0
35250337,815,49.7,123540.88870061869,415.0
35250338,702,45.5,62669.60552681874,380.0
35250339,547,66.7,187028.8738093673,230.0
35250340,272,53.5,81231.17797863284,115.0
35250341,676,56.0,171521.41759950796,340.0
35250342,498,62.5,121360.16462006368,185.0
35250343,525,56.2,1654604.3397910148,200.0
35250344,466,45.6,179694.51531758762,205.0
35250345,412,55.2,119716.22623043729,160.0
35250346,424,60.0,129768.89905203643,185.0
35250347,454,61.8,128651.07490349375,185.0
35250348,538,61.9,259765.989460392,185.0
35250349,497,57.7,118671.50627853925,165.0
35250350,615,59.5,105033.9829870434,315.0
35250351,410,48.6,38470.659821079425,215.0
35250352,608,58.3,179354.96722989663,265.0
35250353,565,56.2,72657.13250096858,285.0
35250354,553,58.7,323931.9347545568,210.0
35250355,613,43.1,247300.0322089615,245.0
35250356,628,61.0,291354.3536779092,240.0
35250357,471,59.3,124975.10443034615,195.0
35250358,583,52.4,168879.24003477726,260.0
35250359,459,62.8,117755.1208071163,190.0
35250360,474,48.8,150256.76526198332,200.0
35250361,516,53.9,126878.38620045877,210.0
35250362,515,54.8,111564.17029321968,215.0
35250363,392,64.3,71869.4208729982,205.0
35250364,226,51.2,24583.70188832836,130.0
35250365,994,53.5,134558.86247502503,570.0
35250366,718,64.7,69433.31039616186,395.0
35250367,533,78.7,153769.22310733102,225.0
35250368,555,70.8,85239.66119311446,245.0
35250369,469,57.1,108450.70633130925,200.0
35250370,480,76.9,82469.45554980655,190.0
35250371,529,64.8,117901.46092874359,210.0
35250372,532,59.8,155138.4001780092,225.0
35250373,471,62.5,122056.29263531273,190.0
35250374,478,62.7,165609.9397725097,185.0
35250375,522,61.6,112229.8765620083,215.0
35250376,483,55.8,127269.82511164476,190.0
35250377,551,68.7,161484.13319294306,215.0
35250378,482,53.2,104353.16851957468,205.0
35250379,377,62.7,84826.7710354513,170.0
35250380,453,71.4,202349.88979573408,175.0
35250381,438,55.7,150562.06446343035,190.0
35250382,524,73.8,163060.83479518763,205.0
35250383,628,52.9,71897.34825331076,340.0
35250384,429,64.1,181089.37822431803,175.0
35250385,483,55.0,170130.23321442187,195.0
35250387,461,57.9,316713.9407979935,160.0
35250388,503,82.9,106730.07840349048,195.0
35250389,386,67.2,80683.44139516541,170.0
35250390,505,68.5,82043.25059161127,270.0
35250391,474,71.1,69037.49461065298,290.0
35250392,526,58.1,87534.07553499885,240.0
35250393,434,74.7,38453.35862941389,260.0
35250394,730,68.7,17773.415253697567,440.0
35250395,694,44.2,20157.97999077998,450.0
35250396,525,48.9,17844.75503236199,320.0
35250397,587,65.7,14669.527005964825,345.0
35250398,294,24.6,7539.410340392804,270.0
35250399,864,26.2,48152.905107123566,740.0
35250400,618,61.4,47290.096169074066,405.0
35250401,720,70.2,24519.76876167631,430.0
35250402,450,74.1,55665.418847912086,265.0
35250403,693,66.9,111251.13103580185,400.0
35250404,453,74.3,67467.83487842172,230.0
35250405,435,69.9,85836.96772594511,225.0
35250406,654,68.9,89512.99287803221,370.0
35250407,640,65.2,79114.88607273572,265.0
35250408,405,64.2,155566.53422379438,185.0
35250409,430,62.7,84461.66614109566,190.0
35250410,434,69.9,749607.7426612743,210.0
35250411,497,62.8,109068.78698843771,215.0
35250412,540,26.5,47256.24557745294,385.0
35250413,583,56.3,72296.31148925026,240.0
35250416,565,52.2,185964.88749525524,215.0
35250417,589,41.8,47638.73978421162,255.0
35250418,470,53.8,13819.892230210287,265.0
35250419,702,55.2,308760.70559210994,315.0
35250420,810,59.6,213006.85628940118,475.0
35250421,598,59.3,36490.46791163052,390.0
35250422,714,30.0,42073.75247756256,575.0
35250423,663,50.8,29095.070281893662,430.0
35250424,572,52.8,43490.94399587807,395.0
35250425,578,51.0,60317.86557687679,365.0
35250426,543,62.5,122312.20391347524,260.0
35250427,349,74.6,109034.88313867083,205.0
35250428,572,59.4,15424.096572422652,315.0
35250429,336,61.8,27419.37106746861,180.0
35250430,396,68.1,85079.03501043511,240.0
35250431,685,,53883.93068938084,300.0
35250434,1196,56.1,90432.68813739243,680.0
35250435,473,44.9,57457.094359404655,265.0
35250436,623,56.3,54704.92397467772,320.0
35250437,448,44.3,103174.00981942804,245.0
35250438,355,46.9,67978.9029486873,220.0
35250439,607,58.5,29267.649312553607,290.0
35250440,608,57.9,78403.21477626872,380.0
35250441,546,69.8,418133.4435400949,305.0
35250442,622,66.4,194506.83175605346,315.0
35250443,502,58.8,107369.85091986161,195.0
35250444,531,46.8,169940.06719679484,315.0
35250445,420,64.8,306765.2659483352,170.0
35250446,549,67.4,76832.19897538763,245.0
35250447,432,60.0,43131.42743851803,155.0
35250448,768,51.6,95282.92084624017,380.0
35250449,446,66.7,45697.84001422035,215.0
35250450,515,58.3,59023.89097704422,230.0
35250451,282,56.2,23451.743383765934,140.0
35250452,292,43.2,45250.43801294902,135.0
35250453,447,44.8,43370.32779328647,205.0
35250454,763,61.5,60400.45884286669,360.0
35250455,701,71.4,57779.34089112985,280.0
35250456,631,24.5,89100.67479002634,345.0
35250457,524,2.2,9291.517703514262,420.0
35250458,390,41.3,18394.868674548678,250.0
35250459,801,54.2,123183.93750704691,365.0
35250460,383,51.6,57485.13896528523,155.0
35250461,450,56.1,62033.53374656093,160.0
35250462,467,44.8,60536.392230770136,170.0
35250463,468,56.4,63368.223162422204,220.0
35250464,328,56.4,65860.9798554915,135.0
35250465,878,28.5,10843.81836123135,275.0
35250466,422,54.0,133361.5954153438,165.0
35250467,791,37.1,104526.54875021809,470.0
35250468,400,77.8,194116.20705135242,200
35250471,443,47.9,66364.68076471031,185.0
35250472,456,60.8,109890.20173945914,185.0
35250473,403,38.0,174337.27216762785,135.0
35250474,810,50.0,157202.24963984062,330.0
35250475,455,53.4,157134.30451358456,205.0
35250476,496,52.2,60608.39415174136,165.0
35250477,519,42.0,63814.57124862074,190.0
35250478,480,38.7,64939.75821476934,200.0
35250479,659,59.3,100416.8146085965,250.0
35250480,528,41.9,93053.13113316437,215.0
35250481,401,50.8,45764.40875603218,155.0
35250482,509,48.8,78815.42023354408,185.0
35250483,452,50.7,93464.28819271886,160.0
35250484,405,46.7,6629090.062825451,155.0
35250485,521,50.0,114399.15243517945,200.0
35250486,622,55.3,111969.6001279694,285.0
35250487,436,65.4,72190.02152487077,160.0
35250488,445,60.8,143221.1217872181,165.0
35250489,422,60.0,87843.35731920807,150.0
35250490,440,68.2,110995.65589206498,150.0
35250491,362,44.0,58694.409827220996,100.0
35250492,397,51.7,55630.93744126824,145.0
35250493,361,55.2,64539.35559496831,165.0
35250494,448,53.7,60613.98229711804,195.0
35250495,472,50.6,78502.69148658331,185.0
35250496,326,43.3,4611591.441438442,225.0
35250497,699,60.0,248919.1530369758,255.0
35250498,557,53.2,135108.83716772398,240.0
35250499,579,72.3,4198145.149661806,240.0
35250501,521,70.5,106017.86851222235,220.0
35250502,541,64.7,108234.681719663,220.0
35250503,568,50.0,254933.4748310575,245.0
35250504,596,36.4,48900.30137752612,295.0
35250506,513,74.7,1055060.8602105079,205.0
35250507,529,75.3,90495.00032590448,230.0
35250508,511,65.1,101948.03221183716,195.0
35250509,603,66.0,123892.6632733879,240.0
35250510,532,76.5,106514.89447154192,210.0
35250511,697,74.4,120934.34423651411,305.0
