DAUID,Population,Employment rate,Area,Total - Structural type of dwelling
35202384,630,54.3,157461.18757732306,185.0
35202385,575,82.6,122345.60747883811,200.0
35202386,1087,60.1,216180.08521652262,365.0
35202387,537,65.8,103734.58926854984,170.0
35202388,988,69.1,215014.15178030808,365.0
35202389,688,75.0,153703.738511307,250.0
35202390,326,52.8,70618.63790920582,120.0
35202391,544,69.5,76348.33935874261,195.0
35202392,923,74.6,223362.10843649425,340.0
35202393,474,70.1,120766.57740107963,205.0
35202394,434,55.7,83474.24140274498,150.0
35202395,499,66.3,134646.0975797949,280.0
35202396,407,52.6,123641.5723173977,130.0
35202398,1114,67.4,923375.4874363175,455.0
35202399,460,71.7,554328.41973352,130.0
35202400,509,56.8,129615.19142212019,150.0
35202401,600,67.4,113757.45677884431,190.0
35202402,532,81.4,88566.428511042,175.0
35202403,1239,61.8,1012099.0862784536,555.0
35202404,586,64.2,56526.25546292612,210.0
35202405,587,71.4,87989.56788086321,240.0
35202406,546,31.1,138639.676847128,275.0
35202407,450,38.5,54158.16867922967,260.0
35202408,563,61.3,211671.6744579422,225.0
35202409,584,58.8,32007.867373501955,260.0
35202413,409,58.2,726159.923902622,135.0
35202414,270,27.7,100453.24143450586,75.0
35202415,396,55.9,102742.06179946207,155.0
35202416,410,55.1,122823.84075535125,160.0
35202417,388,66.2,119072.04577027414,160.0
35202418,390,60.6,144396.1130034867,155.0
35202419,366,72.9,414730.4000875115,135.0
35202420,3784,64.0,136002.1797769791,2005.0
35202430,678,61.5,174690.89575315997,280.0
35202431,3010,53.6,53910.0548677798,1360.0
35202433,1538,56.1,308579.1238236013,580.0
35202434,337,36.5,139973.50699257318,120.0
35202436,469,62.1,137953.09456123525,170.0
35202439,465,53.8,131573.33832059967,150.0
35202440,465,68.0,136938.02004026764,160.0
35202441,553,47.3,171135.05732849034,175.0
35202442,466,58.0,346207.14792948455,140.0
35202443,925,52.6,132855.59766671548,395.0
35202446,343,43.5,185812.22808070836,110.0
35202447,297,66.0,104312.95663753522,90.0
35202448,303,53.3,71819.1553965497,95.0
35202449,442,50.0,393133.0627677611,145.0
35202450,321,61.0,126409.781751022,110.0
35202451,633,56.4,386305.97912451834,210.0
35202452,318,50.9,71819.19213639315,100.0
35202453,716,60.3,198808.1084070245,235.0
35202454,907,63.2,314027.3573584912,285.0
35202455,535,47.8,198376.18297515795,150.0
35202456,411,62.3,107948.22133843557,125.0
35202457,297,46.3,81856.38754292173,95.0
35202458,355,53.7,132781.78234658495,110.0
35202459,456,65.1,149370.84001758986,150.0
35202460,402,50.7,102600.42386342621,130.0
35202461,362,61.5,38052.54649975503,120.0
35202462,1159,51.6,261296.6550473257,385.0
35202466,925,,558916.5334088338,210.0
35202467,592,55.3,83130.93785370876,185.0
35202468,868,69.6,1391956.0637888017,265.0
35202469,828,58.6,88999.83581292696,250.0
35202472,778,24.7,76081.79031023908,490.0
35202475,624,66.0,47997.22539234523,185.0
35202476,705,66.1,148391.55290341904,215.0
35202477,599,61.9,79571.76793587145,185.0
35202478,767,61.4,313742.5642844384,230.0
35202479,577,59.4,80026.97334121975,180.0
35202480,532,69.5,59078.900914926446,165.0
35202481,481,70.4,217056.13725136156,155.0
35202482,545,50.0,265996.64146779437,175.0
35202483,1486,56.8,414412.0014376696,390.0
35202484,263,64.4,35035.74103291236,85.0
35202485,308,64.0,43260.40084954496,105.0
35202486,420,57.9,123767.76962687206,130.0
35202487,298,55.1,75878.95952089949,95.0
35202491,669,50.0,422437.7980165446,170.0
35202492,391,63.6,136816.89884693822,115.0
35202493,336,58.2,99334.16416350853,115.0
35202494,422,47.9,207033.81557363225,140.0
35202495,421,60.6,146370.93619324645,135.0
35202496,629,60.4,250246.23717469772,205.0
35202497,460,58.0,124797.59946783814,155.0
35202498,572,61.6,125731.55246698519,205.0
35202499,628,53.8,158983.72031873558,210.0
35202500,489,45.2,177773.98545454154,165.0
35202501,927,56.4,141021.60462072337,405.0
35202502,398,52.9,160788.21004598297,135.0
35202503,559,63.3,121503.08599317435,205.0
35202504,601,59.2,247793.4347195769,185.0
35202507,401,51.4,123429.90583613474,125.0
35202508,480,53.6,163436.58499939603,160.0
35202509,583,49.0,209630.37289707467,175.0
35202510,790,65.5,146589.33834519715,315.0
35202511,665,50.4,275457.8944525343,240.0
35202512,504,50.6,144704.49233804588,185.0
35202513,454,58.0,156284.7971742482,160.0
35202514,461,52.9,134444.91473916726,165.0
35202515,549,50.5,221615.38826132054,175.0
35202516,463,61.7,70392.20538771665,165.0
35202517,503,65.6,72265.14450641855,175.0
35202522,465,70.9,49559.71874764009,150.0
35202523,481,53.1,99807.01105953424,165.0
35202524,2176,53.5,312595.3266325734,855.0
35202529,1025,52.0,47638.69320445831,405.0
35202534,960,71.3,126082.72381010983,330.0
35202535,517,67.4,172173.40700866916,160.0
35202547,759,57.9,253048.83478054823,315.0
35202548,453,64.9,191421.28747077085,150.0
35202549,516,59.1,196025.77283324514,185.0
35202550,467,72.4,49616.13675075151,180.0
35202551,516,36.3,170335.14015122698,255.0
35202553,927,63.5,59155.25911400644,355.0
35202554,924,64.0,140460.78341868258,320.0
35202555,599,64.4,49473.63583959907,205.0
35202560,444,56.6,219527.95099644648,135.0
35202564,823,60.8,394361.2061628762,210.0
35202565,628,70.5,182283.4387763447,240.0
35202566,649,58.2,278449.4851353488,245.0
35202567,747,61.5,203674.53480997638,285.0
35202568,650,57.4,217051.22830059694,260.0
35202569,773,65.7,137031.81784393714,305.0
35202570,610,59.4,360093.56976059533,215.0
35202571,596,54.8,375636.0998798956,285.0
35202572,475,55.6,149854.85446882207,165.0
35202573,615,54.8,251618.06741469522,210.0
35202574,458,64.5,169512.27835696234,170.0
35202575,558,49.5,183094.9909437633,205.0
35202576,572,59.1,173329.15338127417,210.0
35202577,474,57.9,151969.84404393344,165.0
35202583,650,70.3,179598.38278824367,240.0
35202584,398,62.2,191809.76341346386,130.0
35202585,598,52.3,225500.16453817318,215.0
35202586,491,52.9,166697.87131779405,170.0
35202587,596,44.4,179531.5557652751,205.0
35202588,289,56.0,119693.20438649166,105.0
35202589,692,48.4,233152.18131789513,175.0
35202590,417,63.0,138992.14542693688,135.0
35202591,842,61.3,252659.08995029592,290.0
35202592,511,65.5,536240.5320978721,155.0
35202593,492,67.0,52344.96748441354,145.0
35202594,369,64.5,64979.77171501181,120.0
35202597,450,69.0,120107.96834406142,170.0
35202598,344,66.7,89733.85132568912,135.0
35202599,565,67.7,207910.88818717405,215.0
35202600,462,64.9,152633.13424528018,175.0
35202605,531,56.6,94780.25784164744,325.0
35202606,583,58.8,149671.76792646863,225.0
35202608,710,63.6,550216.5918553852,250.0
35202611,404,59.7,208224.0648516251,130.0
35202612,624,46.4,317080.74235357775,200.0
35202613,653,60.7,399080.99175891164,195.0
35202614,486,60.3,161705.25281838814,145.0
35202615,455,48.0,167380.63278736518,145.0
35202616,610,60.6,197458.48167474728,175.0
35202617,557,61.5,220006.99101990767,175.0
35202618,615,67.0,59090.021826522054,305.0
35202619,622,69.1,239202.50991433216,245.0
35202620,1502,60.9,412306.7707911998,755.0
35202621,476,61.6,189481.33314572484,145.0
35202622,453,56.4,199851.386630688,150.0
35202623,257,55.0,85060.6676665698,80.0
35202627,387,56.1,78526.22655048316,155.0
35202628,1053,60.9,192061.76907499434,445.0
35202629,491,61.8,712260.4209829202,145.0
35202630,658,52.4,1314001.6460961823,190.0
35202636,502,70.3,104411.25514652976,165.0
35202637,481,82.6,106707.40551342705,175.0
35202638,504,56.2,92482.2519510254,195.0
35202639,452,63.1,79871.16754223396,160.0
35202640,855,61.3,105892.19251250567,400.0
35202641,615,56.4,104056.65085429998,285.0
35202642,445,63.9,73376.15335978719,155.0
35202643,487,57.3,89608.63076034309,165.0
35202644,511,62.4,122256.86911114812,175.0
35202645,442,73.8,82845.09273125936,185.0
35202646,630,66.3,169199.93736577945,225.0
35202647,703,69.0,87122.49936726187,325.0
35202648,524,69.6,58350.82925989145,275.0
35202649,645,72.5,76472.50450130414,295.0
35202650,680,68.8,87917.66288248343,335.0
35202653,316,72.5,85491.9828218485,145.0
35202654,941,65.6,26697.16023143948,690.0
35202655,617,76.9,30599.611894842863,415.0
35202656,737,74.4,19000.66986111599,485.0
35202657,592,71.9,20051.85002187104,325.0
35202666,1144,75.0,77869.25178436906,800.0
35202669,793,71.7,29552.131750864675,550.0
35202670,733,79.3,29737.41656692999,480.0
35202671,866,67.7,38480.17316501733,555.0
35202672,449,75.6,76172.20681475915,210.0
35202673,902,77.6,30080.223953945766,585.0
35202674,1019,62.7,59049.51036901488,460.0
35202675,515,69.5,92771.3034479561,220.0
35202676,592,75.3,107465.47547687835,235.0
35202677,528,63.5,79855.56474730842,195.0
35202678,416,82.8,59845.47059905859,155.0
35202679,526,60.3,73714.5966355453,205.0
35202680,402,66.2,73388.49721583773,170.0
35202681,461,71.6,90530.74976453041,175.0
35202682,658,67.3,86333.762229364,310.0
35202683,503,58.1,97400.5790285583,225.0
35202684,575,64.7,97894.7670936848,265.0
35202685,551,69.5,97219.55745965951,165.0
35202686,477,74.6,110928.35322919155,160.0
35202687,542,47.2,63856.08799390112,300.0
35202688,566,70.3,101504.4389952922,250.0
35202689,528,65.4,89292.4236645223,200.0
35202690,473,57.5,99760.57638508061,185.0
35202691,526,72.9,115036.56372782344,245.0
35202692,1342,73.2,2077487.0022708368,690.0
35202694,810,71.9,258662.16628363915,325.0
35202695,440,58.5,201986.48646313578,140.0
35202699,391,71.9,1436242.6435613108,115.0
35202700,595,58.2,145266.13302271505,240.0
35202701,627,66.7,148409.27811107738,185.0
35202702,1599,62.3,1716358.5246085927,795.0
35202703,449,52.4,114435.8166029436,165.0
35202704,428,47.1,230413.1630509003,170.0
35202705,1429,32.8,99211.13671419311,925.0
35202706,552,63.0,40689.03993595449,255.0
35202707,729,56.1,155716.30739619746,285.0
35202712,869,64.8,131133.45058388225,360.0
35202722,1328,55.2,1548789.7697698795,305.0
35202727,545,48.0,34316.07840620651,195.0
35202733,1755,50.2,82956.44278707307,780.0
35202735,1386,46.1,104995.9185876324,425.0
35202736,924,40.9,79448.0535552665,270.0
35202739,686,49.6,666367.4301934481,265.0
35202741,449,56.4,93767.90635478921,200.0
35202742,397,61.9,130083.665326858,135.0
35202743,784,64.7,29637.86652324511,340.0
35202744,519,67.1,45242.441178208246,240.0
35202745,515,55.8,166006.05405261996,185.0
35202746,451,57.5,97194.41827976408,195.0
35202747,635,52.3,265569.8303423295,230.0
35202748,906,65.7,152963.41310121326,325.0
35202749,347,55.6,85300.74140247772,105.0
35202750,801,73.6,108566.66599326994,250.0
35202751,385,57.6,159107.99012440818,135.0
35202752,456,53.4,134835.34814325004,155.0
35202753,439,48.6,207163.7819843964,150.0
35202756,477,61.7,426185.57381380186,180.0
35202757,410,58.8,536173.5393919727,145.0
35202758,489,69.6,257399.22710379833,185.0
35202760,631,61.9,332907.05158823455,220.0
35202761,480,56.2,168480.12981182936,145.0
35202762,958,66.7,333570.7496803135,300.0
35202763,628,69.4,113001.93107811606,230.0
35202764,451,73.3,161211.32386966693,135.0
35202765,552,57.3,304331.05042991147,190.0
35202767,461,60.5,441683.7403118627,150.0
35202768,706,63.1,250389.9314212235,365.0
35202769,512,72.6,68905.2944425447,255.0
35202770,579,75.8,921204.439685307,280.0
35202771,546,59.1,155085.10690374768,210.0
35202772,552,65.9,128183.5414718794,200.0
35202773,586,61.6,104148.87705314269,215.0
35202774,498,66.2,94784.53614601446,190.0
35202775,505,60.0,96070.40839686163,155.0
35202776,664,58.8,275514.18236582936,195.0
35202777,626,55.2,198235.36310639416,170.0
35202778,618,72.5,166873.87458994173,275.0
35202779,425,70.3,68988.59378085186,155.0
35202787,583,72.4,131727.82363583898,260.0
35202788,1021,60.8,136257.91176500256,565.0
35202789,483,58.1,89061.87373664576,205.0
35202790,550,38.1,70539.46853508192,380.0
35202791,536,55.6,32896.04171492133,345.0
35202792,371,57.1,35595.07395974573,200.0
35202793,1650,65.9,110617.72159390504,1085.0
35202797,548,75.0,72261.93289202491,240.0
35202798,577,79.8,88686.68131244273,280.0
35202799,395,63.2,31467.75007718875,250.0
35202800,431,53.6,33140.52865195942,275.0
35202801,594,58.4,55026.96984942729,355.0
35202802,536,51.0,127004.0442353057,245.0
35202803,551,63.0,100721.97039711471,285.0
35202804,1002,64.9,137337.52977816114,560.0
35202805,649,71.2,218080.58709885026,320.0
35202806,800,72.3,156513.52792164398,375.0
35202807,483,54.9,160374.01509617947,245.0
35202808,471,69.0,76316.93664749285,240.0
35202809,259,77.4,175513.22156404742,120.0
35202810,414,59.2,90987.76710829002,170.0
35202811,807,68.4,124759.7321077497,400.0
35202812,526,79.8,88511.95613173212,280.0
35202813,460,71.6,64274.35766076414,220.0
35202814,285,70.4,103020.95489667384,130.0
35202817,1366,62.8,50955.301159670395,925.0
35202818,898,77.5,134961.10372085558,600.0
35202819,400,54.0,87845.63770702836,200
35202820,1205,63.1,121348.81371055194,695.0
35202821,821,66.2,25433.748459200684,540.0
35202823,799,56.9,92991.89652414255,450.0
35202840,400,64.3,94119.46590953547,200
35202842,321,70.0,34413.59988574987,160.0
35202843,478,65.2,48303.446547675005,255.0
35202845,377,81.9,72130.83356828199,195.0
35202846,273,77.6,27385.891035292392,130.0
35202847,1045,33.0,43735.86366334833,650.0
35202848,705,51.3,25407.304826227406,495.0
35202850,771,,35015.63563830189,340.0
35202878,441,59.8,129075.60230150203,285.0
35202879,1375,65.1,345548.57841704227,665.0
35202880,672,62.4,107902.10198517516,335.0
35202881,460,72.7,126298.20213351888,190.0
35202882,599,72.1,131573.7074384563,275.0
35202883,327,69.1,60514.59076888815,160.0
35202884,474,55.1,132810.74069268815,150.0
35202886,479,63.8,125803.00130902788,145.0
35202887,423,72.0,80000.365446738,170.0
35202888,476,60.6,102167.32418786637,160.0
35202889,427,74.0,66978.46138415007,170.0
35202890,580,77.8,89810.65761473699,280.0
35202891,588,76.1,128676.20028049841,230.0
35202892,319,56.5,71336.54646598792,140.0
35202893,587,71.3,67996.04724139402,365.0
35202894,641,64.9,53519.866674433935,380.0
35202895,532,50.0,139320.56922648606,195.0
35202896,484,61.3,130869.09509069967,135.0
35202897,471,56.0,181632.8120968545,145.0
35202898,468,70.0,176552.10611088906,130.0
35202899,542,69.0,157157.0707847489,190.0
35202900,667,76.8,96530.8983476138,325.0
35202901,487,75.0,94257.62265667753,210.0
35202902,441,90.4,64153.791756240425,215.0
35202903,637,76.7,63344.398470947985,335.0
35202904,505,83.3,76846.87252162237,210.0
35202905,545,64.2,113794.20969276721,175.0
35202906,509,67.1,136192.98546589442,210.0
35202907,496,79.5,56804.28059634507,265.0
35202910,414,64.0,68901.66428183798,175.0
35202911,568,71.4,87601.27752188599,225.0
35202912,455,76.5,99080.54488852329,230.0
35202918,643,64.8,119456.10844375278,265.0
35202919,507,69.8,76494.41714831642,215.0
35202920,592,69.5,98173.85919016157,245.0
35202928,630,58.4,218162.27263186398,310.0
35202930,482,71.6,76671.61115865967,245.0
35202931,597,71.8,52551.96826380397,360.0
35202932,476,51.2,102287.47138638202,190.0
35202933,621,50.5,398122.48193099257,150.0
35202935,527,67.7,82301.10702305307,235.0
35202936,509,64.6,70748.51230037633,210.0
35202937,619,69.8,82080.2612177564,220.0
35202938,486,77.6,83887.75156897317,180.0
35202939,633,67.3,88427.24332022567,260.0
35202940,428,62.5,126094.65848438813,170.0
35202941,500,74.0,83585.91114335696,165.0
35202942,568,62.2,100213.16247667618,195.0
35202943,653,75.4,82811.70231506313,330.0
35202944,770,53.7,127367.04858191358,385.0
35202945,470,59.7,91495.89602040968,165.0
35202946,604,62.6,192523.63703408343,235.0
35202947,804,73.8,131877.21810416423,375.0
35202948,316,66.1,71326.28511230453,130.0
35202949,618,66.4,111728.41588401473,345.0
35202950,557,46.4,100701.37800560879,275.0
35202951,388,64.1,72746.44122223266,170.0
35202952,504,68.3,97711.65646685497,165.0
35202953,481,59.2,121432.01739744873,155.0
35202954,485,66.7,113322.29462634554,180.0
35202955,568,72.2,78159.18543335256,225.0
35202965,888,50.8,490209.7858446519,305.0
35202966,306,39.2,77054.13463656016,115.0
35202967,473,47.5,135760.3698457302,155.0
35202968,723,46.3,350290.31574197835,250.0
35202969,704,65.0,199158.57916718096,165.0
35202970,491,52.4,97575.90576084712,165.0
35202971,589,66.3,231117.63496672787,230.0
35202972,500,65.1,181650.29430659913,190.0
35202973,441,57.5,203641.67286414237,155.0
35202974,388,45.9,234259.00696848473,135.0
35202975,340,36.1,143091.729689094,130.0
35202976,377,37.9,101968.18356402675,140.0
35202977,281,38.0,90073.92688863681,160.0
35202982,302,43.4,149361.31452539493,120.0
35202983,513,48.3,76987.08312347588,220.0
35202984,708,52.6,123956.13533853948,330.0
35202985,320,67.3,195182.22483937052,120.0
35202986,491,62.2,105698.81274495428,185.0
35202987,502,55.3,242382.56745410332,170.0
35202988,475,50.0,128942.17946063678,170.0
35202989,436,55.4,150448.66125036645,160.0
35202990,922,60.5,28738.63686633358,440.0
35202991,383,44.0,43597.66587562481,200.0
35202992,590,56.6,453900.31524738064,190.0
35202993,896,60.5,1175344.8938918088,290.0
35202994,345,69.6,99929.45447557556,105.0
35202995,373,61.7,129146.17476880697,115.0
35202996,625,48.6,204770.988784526,220.0
35202997,634,53.1,211288.6381946562,235.0
35202998,559,56.0,237272.73552805756,200.0
35202999,436,42.3,140654.0382095831,185.0
35203000,661,57.1,274451.73743278004,250.0
35203001,542,61.5,158397.66081163022,210.0
35203002,610,56.0,156743.81204130375,280.0
35203003,554,71.1,199659.68514141298,185.0
35203004,666,65.5,432709.7724270481,215.0
35203005,576,51.5,271627.58164928074,200.0
35203006,528,58.4,220993.2527074179,165.0
35203007,618,56.0,310118.77238308167,215.0
35203008,497,63.3,181535.72952847835,175.0
35203009,420,58.6,169043.01917208228,150.0
35203015,303,41.7,37852.04459582224,85.0
35203016,643,51.4,142604.149773065,220.0
35203018,263,70.0,36045.10902771963,75.0
35203026,689,63.1,40231.453452749956,210.0
35203027,799,70.5,153290.94808323873,210.0
35203028,465,73.0,59039.31583500554,130.0
35203029,278,,31982.591517216722,75.0
35203030,437,59.7,48299.96036539117,120.0
35203031,1086,52.7,229575.70783410934,305.0
35203032,433,58.8,81182.48221402439,110.0
35203033,384,63.9,62789.2592241117,100.0
35203034,703,47.1,114518.62819898444,165.0
35203035,614,71.4,126933.54539402749,175.0
35203036,460,65.2,76688.86925267469,125.0
35203037,514,54.5,75152.30143593665,135.0
35203038,1028,62.0,435346.88831789984,285.0
35203039,531,65.5,55415.971369601735,125.0
35203040,423,56.2,40763.86906657156,100.0
35203041,908,65.5,89355.21541526023,220.0
35203042,607,60.0,1989651.6240987093,175.0
35203043,434,60.8,89307.5651013722,110.0
35203044,390,55.0,58763.44478604764,100.0
35203045,641,72.4,85399.55782555642,150.0
35203046,417,67.2,75044.74702227161,105.0
35203047,679,60.6,3462979.72484765,190.0
35203048,536,61.6,100763.10287845496,145.0
35203049,259,74.4,43793.37798972142,70.0
35203050,392,57.8,43520.93326902958,105.0
35203051,948,68.8,111762.60553736982,245.0
35203052,165,96.0,32371.21045837239,45.0
35203053,1265,59.2,124953.44409649311,300.0
35203054,1185,66.3,173783.55973997916,310.0
35203055,597,67.8,73327.4519589013,165.0
35203056,1053,60.3,319373.80333204305,290.0
35203057,1110,64.8,73226.5631329694,295.0
35203058,591,70.3,104741.57681655453,170.0
35203059,323,50.0,64148.64984326286,95.0
35203060,292,58.7,49472.28304447592,75.0
35203061,641,51.5,208052.86404358826,190.0
35203064,460,46.4,145023.04647109666,125.0
35203071,437,61.5,62294.14166317477,110.0
35203072,418,75.8,143433.37558791408,115.0
35203073,363,42.3,84474.81302290891,110.0
35203074,517,50.0,504821.24206939735,120.0
35203075,742,49.2,113024.07367544645,280.0
35203077,397,62.5,67033.19410661349,100.0
35203079,315,65.3,54907.07597415455,85.0
35203080,368,64.9,40115.30371524608,105.0
35203081,382,58.7,60539.64819506961,105.0
35203082,419,71.4,56566.50951767438,115.0
35203086,981,56.1,190562.53454993598,250.0
35203087,624,51.4,132652.19198424867,145.0
35203093,688,51.4,733359.3356819103,215.0
35203094,562,56.4,161890.53426691657,170.0
35203095,603,57.0,161279.26295728752,210.0
35203096,774,57.6,171511.27006739995,215.0
35203097,528,55.7,108886.64963157792,155.0
35203098,511,58.8,182410.2654297311,160.0
35203102,381,43.9,105289.45166892359,140.0
35203105,397,69.1,107380.47655674831,140.0
35203107,681,50.0,576810.8013905775,245.0
35203108,619,55.0,172870.87216510798,215.0
35203109,514,84.6,147583.82361067273,175.0
35203110,478,75.8,108310.79231127788,165.0
35203111,559,61.1,221253.8171661317,195.0
35203112,456,68.0,125336.43586053466,160.0
35203113,278,80.9,75256.08693894136,90.0
35203126,625,57.5,151448.88893565143,240.0
35203127,969,66.5,684916.805334485,470.0
35203128,361,57.6,81812.3286118709,155.0
35203129,455,68.4,53526.8163493605,195.0
35203130,482,77.4,53645.88014829919,220.0
35203131,1282,67.8,95061.11769528712,560.0
35203132,513,68.2,41787.85873209414,225.0
35203133,313,,24308.87426809169,155.0
35203134,407,59.7,62384.36753566328,200.0
35203135,469,51.9,141393.68444594968,185.0
35203136,425,61.1,139306.94337487852,175.0
35203137,672,57.4,298565.497666535,265.0
35203138,437,69.4,399448.7115527197,140.0
35203139,507,72.5,128868.78726629599,200.0
35203140,705,68.1,170818.5149796881,255.0
35203141,421,64.9,192104.50383240546,170.0
35203142,494,63.6,169359.9930401396,180.0
35203143,540,63.6,189920.84158974554,245.0
35203144,572,65.9,35070.89653326051,270.0
35203146,861,67.7,613549.5513098912,430.0
35203147,960,62.5,200099.21132753187,445.0
35203148,446,60.0,103013.07963322496,225.0
35203149,340,76.4,92876.09968001778,150.0
35203150,444,73.6,83582.77649022314,175.0
35203151,431,62.7,77634.61132927416,170.0
35203152,602,66.0,187577.01250648728,265.0
35203153,579,71.4,97039.40150979026,250.0
35203154,460,67.6,63535.11372679284,190.0
35203155,1719,90.2,2559681.3935896764,1025.0
35203156,400,70.0,12196.468748144798,200
35203159,1381,81.7,309502.23194364196,845.0
35203160,1599,79.8,142243.53209035887,850.0
35203162,977,77.1,59423.982703264905,490.0
35203163,599,70.8,65907.56033999416,270.0
35203164,1642,85.6,64066.99163555865,1005.0
35203167,328,64.3,23971.055349279784,170.0
35203170,673,72.5,37826.68607555608,245.0
35203174,627,62.0,10288112.139323832,260.0
35203175,1011,63.3,860848.4322480159,640.0
35203176,851,71.6,373120.8643352749,475.0
35203177,499,65.1,212818.0379140725,270.0
35203183,514,65.0,230289.2777617605,235.0
35203184,454,74.7,47953.50825612086,250.0
35203185,751,,323692.6425169139,0.0
35203190,947,71.0,206656.4640323252,420.0
35203191,256,80.4,24759.633105730754,105.0
35203192,503,54.1,50708.449427492575,185.0
35203193,365,63.1,63041.99573058253,180.0
35203194,567,66.0,61090.783459646635,210.0
35203195,678,48.1,38042.14198190464,325.0
35203196,300,72.5,25112.25493185019,130.0
35203197,453,70.9,52251.08363859183,210.0
35203198,390,54.7,27648.6930615268,155.0
35203199,896,61.7,42743.87132018105,280.0
35203200,753,47.0,81970.6574956113,315.0
35203201,643,54.1,47943.79937592759,215.0
35203202,462,69.4,47141.49598199823,175.0
35203203,327,70.7,25986.75296231959,130.0
35203204,317,63.5,36730.64082857572,150.0
35203206,737,74.2,119409.5716215376,335.0
35203208,395,68.6,39917.23395834309,150.0
35203209,639,55.9,56510.47977751054,270.0
35203210,294,61.2,29093.25669775629,120.0
35203211,345,57.4,30377.97383678792,120.0
35203212,444,78.2,73579.0279053778,180.0
35203213,443,70.9,75014.38157695287,210.0
35203214,373,68.9,83203.28198320874,175.0
35203215,2060,74.8,749941.9157062725,900.0
35203216,444,42.4,66183.17079636465,210.0
35203217,535,78.9,62231.72785212052,245.0
35203218,565,68.9,53570.89070596923,255.0
35203219,389,68.2,41712.16774275112,160.0
35203220,353,61.3,42686.04314343729,150.0
35203221,560,55.7,63652.206256439415,205.0
35203222,677,47.8,63652.21423211522,225.0
35203223,241,57.8,19383.872499456807,95.0
35203224,489,51.8,108615.67519373127,165.0
35203225,491,66.7,44270.41438261448,190.0
35203226,546,65.1,57746.74195796076,215.0
35203227,590,46.0,43662.568467309626,220.0
35203228,508,62.0,58443.044022855414,305.0
35203229,451,62.9,89526.8421262953,205.0
35203230,621,65.1,825797.7846035678,315.0
35203231,746,81.2,77366.14417134336,370.0
35203232,649,75.2,53913.92792088006,360.0
35203233,662,76.8,70555.20550395214,315.0
35203234,683,70.8,67344.14740525035,380.0
35203235,575,77.7,81719.86436385565,235.0
35203236,640,73.1,82914.98148429084,280.0
35203237,559,75.6,85601.67859370589,230.0
35203238,474,64.2,90329.54762680063,180.0
35203239,718,80.2,94395.49719884986,345.0
35203240,816,54.8,128920.71164179295,450.0
35203241,515,71.6,69665.53285857059,285.0
35203242,563,63.5,91362.77927774562,210.0
35203243,452,71.6,100188.2975827656,165.0
35203244,466,76.2,708954.4053545712,205.0
35203245,431,64.2,88405.0914059545,175.0
35203246,371,58.5,94756.27486308644,155.0
35203247,595,66.7,131569.53246167727,260.0
35203248,467,69.5,89959.94260384268,200.0
35203249,491,65.0,109955.20954062777,215.0
35203250,581,65.7,93894.96095088587,265.0
35203251,503,42.7,81873.81610896748,220.0
35203252,543,71.1,373756.7222937829,215.0
35203253,466,50.8,135343.45024863773,155.0
35203254,503,61.4,70334.77629957785,235.0
35203255,524,69.8,113693.43423333488,220.0
35203256,519,69.8,90689.03057375454,205.0
35203257,670,43.9,824190.4949786653,440.0
35203258,534,69.3,162329.6109818867,200.0
35203259,549,67.4,250147.66000755256,195.0
35203260,448,65.3,70531.6660473417,160.0
35203261,691,61.0,191775.22384985027,245.0
35203263,432,62.2,79398.11208006328,155.0
35203264,400,53.6,83232.17585471453,170.0
35203265,493,77.9,108986.64771902445,200.0
35203266,434,69.4,110187.94638695032,165.0
35203267,493,67.9,101107.76151845515,185.0
35203268,725,57.3,233454.5850453316,245.0
35203269,511,63.1,96856.31562014091,180.0
35203270,91,46.7,68128.08871814073,35.0
35203271,512,52.9,108319.80788406763,190.0
35203273,420,55.7,529050.3091974346,155.0
35203274,725,57.7,52824.170624784405,340.0
35203275,805,33.3,95103.319382947,480.0
35203276,567,59.6,163633.27201605335,205.0
35203277,464,59.7,125178.7542108954,180.0
35203278,480,76.3,122225.30366771744,170.0
35203279,622,50.0,260000.08839494432,250.0
35203280,423,56.2,130789.86467965948,145.0
35203281,383,51.5,177318.23225381842,135.0
35203282,401,63.6,158184.26208524048,135.0
35203283,466,63.2,113784.52973912666,155.0
35203284,400,41.8,485675.19432436087,140.0
35203285,512,57.1,187750.44291144132,205.0
35203286,705,45.0,171652.28577185466,215.0
35203287,438,54.7,159540.1511295123,155.0
35203288,1086,67.4,327716.67674059764,315.0
35203289,727,59.8,158211.8441118162,265.0
35203290,553,72.4,40500.64596391359,245.0
35203291,996,42.3,39122.93312585198,380.0
35203292,405,54.5,61087.90447154957,110.0
35203293,238,69.0,35892.9994722017,65.0
35203294,602,54.9,136941.91705626185,205.0
35203296,326,50.8,178325.3271736409,105.0
35203297,472,55.8,148475.43380306682,145.0
35203298,502,63.0,90283.39147755066,165.0
35203299,451,55.7,117516.75320965842,160.0
35203300,426,65.6,109207.01543549867,130.0
35203301,458,46.3,101362.70033364065,150.0
35203314,535,61.3,240646.4352966178,195.0
35203315,388,42.6,110853.82856534077,175.0
35203316,439,68.1,110441.59268875881,150.0
35203317,534,60.9,206815.7320447499,190.0
35203318,682,65.2,360782.47937061224,250.0
35203321,382,61.3,147522.42846136127,145.0
35203322,624,59.3,276654.6291716997,230.0
35203323,416,47.8,210687.89292927657,145.0
35203324,626,57.3,280928.05505598825,165.0
