id,DAUID,Division code,Division name,Population,Total population 15 years and over by labour force activity,Employed,Unemployed,Employment rate,Unemployment rate
2178,35202178,3520,Toronto,594.0,505.0,250.0,0.0,49.5,0.0
2179,35202179,3520,Toronto,608.0,495.0,315.0,0.0,63.6,0.0
2180,35202180,3520,Toronto,993.0,770.0,495.0,60.0,64.3,10.9
2181,35202181,3520,Toronto,406.0,335.0,210.0,10.0,62.7,4.8
2182,35202182,3520,Toronto,897.0,860.0,555.0,35.0,64.5,5.9
2183,35202183,3520,Toronto,515.0,440.0,220.0,10.0,50.0,4.3
2184,35202184,3520,Toronto,779.0,645.0,385.0,55.0,59.7,12.5
2185,35202185,3520,Toronto,161.0,140.0,55.0,10.0,39.3,14.3
2186,35202186,3520,Toronto,433.0,380.0,200.0,10.0,52.6,4.9
2187,35202187,3520,Toronto,516.0,430.0,285.0,10.0,66.3,3.3
2188,35202188,3520,Toronto,324.0,270.0,180.0,0.0,66.7,0.0
2189,35202189,3520,Toronto,407.0,330.0,145.0,25.0,43.9,14.3
2210,35202210,3520,Toronto,395.0,120.0,85.0,0.0,70.8,0.0
2211,35202211,3520,Toronto,271.0,225.0,130.0,0.0,57.8,0.0
2212,35202212,3520,Toronto,579.0,480.0,295.0,10.0,61.5,3.3
2213,35202213,3520,Toronto,558.0,505.0,295.0,10.0,58.4,3.3
2214,35202214,3520,Toronto,453.0,380.0,235.0,0.0,61.8,0.0
2215,35202215,3520,Toronto,528.0,395.0,205.0,20.0,51.9,8.9
2216,35202216,3520,Toronto,465.0,395.0,190.0,0.0,48.1,0.0
2217,35202217,3520,Toronto,397.0,320.0,175.0,10.0,54.7,5.4
2218,35202218,3520,Toronto,460.0,400.0,265.0,0.0,66.2,0.0
2222,35202222,3520,Toronto,564.0,475.0,340.0,10.0,71.6,2.9
2223,35202223,3520,Toronto,624.0,535.0,345.0,10.0,64.5,2.8
2224,35202224,3520,Toronto,335.0,255.0,175.0,10.0,68.6,5.7
2225,35202225,3520,Toronto,470.0,390.0,295.0,15.0,75.6,4.8
2226,35202226,3520,Toronto,454.0,405.0,280.0,15.0,69.1,5.1
2227,35202227,3520,Toronto,541.0,440.0,180.0,10.0,40.9,5.4
2228,35202228,3520,Toronto,535.0,445.0,225.0,30.0,50.6,11.8
2229,35202229,3520,Toronto,424.0,345.0,205.0,10.0,59.4,4.7
2230,35202230,3520,Toronto,431.0,355.0,230.0,0.0,64.8,0.0
2231,35202231,3520,Toronto,393.0,365.0,235.0,40.0,64.4,14.8
2232,35202232,3520,Toronto,527.0,435.0,270.0,15.0,62.1,5.4
2233,35202233,3520,Toronto,492.0,390.0,240.0,15.0,61.5,5.8
2234,35202234,3520,Toronto,636.0,515.0,350.0,20.0,68.0,5.4
2235,35202235,3520,Toronto,498.0,415.0,235.0,15.0,56.6,6.0
2236,35202236,3520,Toronto,512.0,415.0,260.0,20.0,62.7,7.1
2237,35202237,3520,Toronto,573.0,505.0,260.0,20.0,51.5,7.1
2238,35202238,3520,Toronto,461.0,425.0,285.0,0.0,67.1,0.0
2239,35202239,3520,Toronto,557.0,455.0,310.0,20.0,68.1,6.1
2240,35202240,3520,Toronto,548.0,470.0,280.0,35.0,59.6,11.5
2241,35202241,3520,Toronto,757.0,685.0,275.0,55.0,40.1,16.4
2242,35202242,3520,Toronto,657.0,575.0,95.0,15.0,16.5,13.6
2243,35202243,3520,Toronto,571.0,480.0,275.0,25.0,57.3,8.3
2244,35202244,3520,Toronto,564.0,425.0,280.0,0.0,65.9,0.0
2245,35202245,3520,Toronto,651.0,545.0,275.0,15.0,50.5,5.3
2246,35202246,3520,Toronto,391.0,320.0,200.0,10.0,62.5,4.8
2247,35202247,3520,Toronto,486.0,390.0,300.0,15.0,76.9,4.8
2248,35202248,3520,Toronto,430.0,360.0,200.0,40.0,55.6,16.3
2249,35202249,3520,Toronto,304.0,215.0,115.0,0.0,53.5,0.0
2251,35202251,3520,Toronto,507.0,400.0,255.0,10.0,63.8,3.8
2252,35202252,3520,Toronto,353.0,310.0,180.0,10.0,58.1,5.3
2254,35202254,3520,Toronto,469.0,405.0,220.0,40.0,54.3,15.7
2255,35202255,3520,Toronto,429.0,340.0,265.0,15.0,77.9,5.4
2256,35202256,3520,Toronto,539.0,415.0,275.0,30.0,66.3,9.8
2257,35202257,3520,Toronto,557.0,455.0,220.0,45.0,48.4,17.0
2258,35202258,3520,Toronto,470.0,365.0,295.0,10.0,80.8,3.3
2261,35202261,3520,Toronto,483.0,395.0,300.0,0.0,75.9,0.0
2262,35202262,3520,Toronto,670.0,580.0,370.0,50.0,63.8,11.9
2263,35202263,3520,Toronto,602.0,535.0,335.0,15.0,62.6,4.3
2264,35202264,3520,Toronto,673.0,605.0,305.0,45.0,50.4,12.9
2265,35202265,3520,Toronto,805.0,690.0,485.0,25.0,70.3,4.9
2266,35202266,3520,Toronto,624.0,575.0,275.0,10.0,47.8,3.6
2267,35202267,3520,Toronto,672.0,575.0,385.0,10.0,67.0,2.5
2268,35202268,3520,Toronto,583.0,520.0,320.0,35.0,61.5,10.0
2269,35202269,3520,Toronto,918.0,675.0,420.0,30.0,62.2,6.7
2270,35202270,3520,Toronto,496.0,450.0,300.0,15.0,66.7,4.8
2271,35202271,3520,Toronto,459.0,350.0,155.0,0.0,44.3,0.0
2272,35202272,3520,Toronto,590.0,405.0,250.0,0.0,61.7,0.0
2273,35202273,3520,Toronto,641.0,530.0,330.0,10.0,62.3,3.0
2274,35202274,3520,Toronto,739.0,565.0,315.0,15.0,55.8,4.5
2275,35202275,3520,Toronto,591.0,515.0,155.0,0.0,30.1,0.0
2276,35202276,3520,Toronto,633.0,445.0,295.0,0.0,66.3,0.0
2277,35202277,3520,Toronto,499.0,375.0,240.0,15.0,64.0,5.9
2278,35202278,3520,Toronto,595.0,430.0,260.0,15.0,60.5,5.4
2279,35202279,3520,Toronto,1351.0,1090.0,680.0,30.0,62.4,4.2
2280,35202280,3520,Toronto,238.0,135.0,45.0,25.0,33.3,35.7
2281,35202281,3520,Toronto,583.0,500.0,310.0,30.0,62.0,8.8
2282,35202282,3520,Toronto,453.0,365.0,245.0,0.0,67.1,0.0
2283,35202283,3520,Toronto,555.0,480.0,295.0,10.0,61.5,3.4
2284,35202284,3520,Toronto,571.0,505.0,315.0,0.0,62.4,0.0
2285,35202285,3520,Toronto,2001.0,1510.0,550.0,10.0,36.4,1.8
2286,35202286,3520,Toronto,305.0,255.0,130.0,25.0,51.0,16.1
2287,35202287,3520,Toronto,396.0,350.0,210.0,0.0,60.0,0.0
2288,35202288,3520,Toronto,324.0,315.0,175.0,10.0,55.6,5.4
2289,35202289,3520,Toronto,290.0,270.0,145.0,30.0,53.7,17.1
2290,35202290,3520,Toronto,1415.0,1065.0,675.0,40.0,63.4,5.6
2293,35202293,3520,Toronto,481.0,380.0,185.0,15.0,48.7,7.7
2294,35202294,3520,Toronto,364.0,330.0,205.0,10.0,62.1,4.7
2295,35202295,3520,Toronto,449.0,420.0,205.0,15.0,48.8,6.8
2296,35202296,3520,Toronto,417.0,375.0,255.0,15.0,68.0,5.7
2297,35202297,3520,Toronto,484.0,415.0,250.0,10.0,60.2,3.8
2298,35202298,3520,Toronto,419.0,345.0,165.0,10.0,47.8,5.7
2299,35202299,3520,Toronto,535.0,480.0,205.0,40.0,42.7,16.3
2300,35202300,3520,Toronto,517.0,455.0,250.0,25.0,54.9,9.1
2301,35202301,3520,Toronto,557.0,505.0,285.0,35.0,56.4,10.9
2302,35202302,3520,Toronto,515.0,410.0,200.0,15.0,48.8,7.1
2303,35202303,3520,Toronto,447.0,315.0,175.0,0.0,55.6,0.0
2304,35202304,3520,Toronto,577.0,445.0,280.0,10.0,62.9,3.4
2305,35202305,3520,Toronto,656.0,540.0,370.0,30.0,68.5,7.5
2306,35202306,3520,Toronto,493.0,395.0,285.0,30.0,72.2,9.4
2307,35202307,3520,Toronto,465.0,395.0,255.0,15.0,64.6,5.7
2309,35202309,3520,Toronto,583.0,445.0,345.0,10.0,77.5,2.9
2310,35202310,3520,Toronto,400.0,340.0,260.0,0.0,76.5,0.0
2311,35202311,3520,Toronto,483.0,365.0,240.0,0.0,65.8,0.0
2316,35202316,3520,Toronto,1029.0,795.0,505.0,60.0,63.5,10.5
2321,35202321,3520,Toronto,542.0,385.0,230.0,10.0,59.7,4.1
2322,35202322,3520,Toronto,507.0,385.0,255.0,15.0,66.2,5.6
2323,35202323,3520,Toronto,392.0,305.0,195.0,0.0,63.9,0.0
2324,35202324,3520,Toronto,380.0,300.0,185.0,10.0,61.7,5.3
2325,35202325,3520,Toronto,699.0,510.0,325.0,10.0,63.7,3.0
2326,35202326,3520,Toronto,511.0,385.0,240.0,35.0,62.3,13.0
2327,35202327,3520,Toronto,597.0,455.0,345.0,10.0,75.8,2.8
2328,35202328,3520,Toronto,540.0,435.0,275.0,25.0,63.2,8.3
2336,35202336,3520,Toronto,502.0,370.0,255.0,10.0,68.9,3.8
2337,35202337,3520,Toronto,481.0,400.0,275.0,30.0,68.8,9.8
2338,35202338,3520,Toronto,435.0,350.0,225.0,10.0,64.3,4.3
2339,35202339,3520,Toronto,504.0,465.0,225.0,10.0,48.4,4.3
2340,35202340,3520,Toronto,467.0,385.0,235.0,0.0,61.0,0.0
2341,35202341,3520,Toronto,541.0,385.0,275.0,0.0,71.4,0.0
2342,35202342,3520,Toronto,780.0,690.0,465.0,20.0,67.4,4.2
2343,35202343,3520,Toronto,521.0,420.0,280.0,15.0,66.7,5.1
2344,35202344,3520,Toronto,524.0,420.0,295.0,10.0,70.2,3.3
2345,35202345,3520,Toronto,719.0,620.0,420.0,25.0,67.7,5.5
2346,35202346,3520,Toronto,546.0,480.0,340.0,20.0,70.8,5.6
2347,35202347,3520,Toronto,421.0,385.0,275.0,25.0,71.4,8.3
2348,35202348,3520,Toronto,484.0,380.0,245.0,10.0,64.5,3.9
2349,35202349,3520,Toronto,477.0,390.0,225.0,15.0,57.7,6.2
2350,35202350,3520,Toronto,642.0,490.0,270.0,10.0,55.1,3.6
2351,35202351,3520,Toronto,514.0,365.0,190.0,20.0,52.1,9.5
2352,35202352,3520,Toronto,490.0,375.0,185.0,0.0,49.3,0.0
2353,35202353,3520,Toronto,477.0,360.0,240.0,0.0,66.7,0.0
2354,35202354,3520,Toronto,410.0,305.0,270.0,0.0,88.5,0.0
2355,35202355,3520,Toronto,789.0,605.0,440.0,10.0,72.7,2.2
2356,35202356,3520,Toronto,460.0,335.0,225.0,10.0,67.2,4.3
2357,35202357,3520,Toronto,532.0,395.0,250.0,30.0,63.3,10.5
2358,35202358,3520,Toronto,449.0,340.0,275.0,0.0,80.9,0.0
2359,35202359,3520,Toronto,556.0,435.0,305.0,10.0,70.1,3.1
2360,35202360,3520,Toronto,539.0,415.0,235.0,35.0,56.6,13.0
2361,35202361,3520,Toronto,466.0,370.0,260.0,10.0,70.3,3.6
2362,35202362,3520,Toronto,308.0,255.0,190.0,10.0,74.5,5.0
2363,35202363,3520,Toronto,945.0,815.0,395.0,10.0,48.5,2.5
2364,35202364,3520,Toronto,426.0,315.0,210.0,15.0,66.7,6.8
2365,35202365,3520,Toronto,361.0,270.0,205.0,10.0,75.9,4.8
2366,35202366,3520,Toronto,409.0,300.0,190.0,15.0,63.3,7.5
2367,35202367,3520,Toronto,699.0,530.0,385.0,10.0,72.6,2.5
2368,35202368,3520,Toronto,516.0,375.0,250.0,15.0,66.7,5.6
2369,35202369,3520,Toronto,538.0,400.0,255.0,15.0,63.8,5.6
2370,35202370,3520,Toronto,559.0,395.0,285.0,15.0,72.2,5.0
2371,35202371,3520,Toronto,682.0,540.0,355.0,15.0,65.7,4.1
2372,35202372,3520,Toronto,441.0,355.0,285.0,0.0,80.3,0.0
2373,35202373,3520,Toronto,668.0,625.0,280.0,30.0,44.8,9.8
2374,35202374,3520,Toronto,593.0,495.0,315.0,35.0,63.6,9.9
2375,35202375,3520,Toronto,454.0,340.0,240.0,10.0,70.6,4.1
2376,35202376,3520,Toronto,597.0,475.0,370.0,0.0,77.9,0.0
2377,35202377,3520,Toronto,494.0,395.0,275.0,20.0,69.6,6.8
2378,35202378,3520,Toronto,734.0,665.0,395.0,25.0,59.4,5.9
2379,35202379,3520,Toronto,377.0,285.0,175.0,0.0,61.4,0.0
2380,35202380,3520,Toronto,492.0,360.0,205.0,10.0,56.9,4.5
2381,35202381,3520,Toronto,489.0,335.0,190.0,25.0,56.7,11.9
2382,35202382,3520,Toronto,706.0,580.0,355.0,40.0,61.2,10.1
2383,35202383,3520,Toronto,630.0,425.0,300.0,0.0,70.6,0.0
2384,35202384,3520,Toronto,630.0,460.0,250.0,30.0,54.3,10.7
2385,35202385,3520,Toronto,575.0,430.0,355.0,0.0,82.6,0.0
2386,35202386,3520,Toronto,1087.0,840.0,505.0,40.0,60.1,7.3
2387,35202387,3520,Toronto,537.0,395.0,260.0,10.0,65.8,3.7
2388,35202388,3520,Toronto,988.0,760.0,525.0,20.0,69.1,3.7
2389,35202389,3520,Toronto,688.0,540.0,405.0,0.0,75.0,0.0
2390,35202390,3520,Toronto,326.0,265.0,140.0,0.0,52.8,0.0
2391,35202391,3520,Toronto,544.0,410.0,285.0,30.0,69.5,9.4
2392,35202392,3520,Toronto,923.0,710.0,530.0,30.0,74.6,5.4
2393,35202393,3520,Toronto,474.0,385.0,270.0,10.0,70.1,3.6
2394,35202394,3520,Toronto,434.0,350.0,195.0,0.0,55.7,0.0
2395,35202395,3520,Toronto,499.0,445.0,295.0,15.0,66.3,4.8
2396,35202396,3520,Toronto,407.0,285.0,150.0,20.0,52.6,11.8
2398,35202398,3520,Toronto,1114.0,935.0,630.0,20.0,67.4,3.1
2399,35202399,3520,Toronto,460.0,300.0,215.0,0.0,71.7,0.0
2400,35202400,3520,Toronto,509.0,370.0,210.0,10.0,56.8,4.7
2401,35202401,3520,Toronto,600.0,430.0,290.0,10.0,67.4,3.4
2402,35202402,3520,Toronto,532.0,430.0,350.0,15.0,81.4,4.2
2403,35202403,3520,Toronto,1239.0,1085.0,670.0,80.0,61.8,10.7
2404,35202404,3520,Toronto,586.0,405.0,260.0,35.0,64.2,11.7
2405,35202405,3520,Toronto,587.0,490.0,350.0,10.0,71.4,2.8
2406,35202406,3520,Toronto,546.0,530.0,165.0,10.0,31.1,5.6
2407,35202407,3520,Toronto,450.0,390.0,150.0,10.0,38.5,6.2
2408,35202408,3520,Toronto,563.0,465.0,285.0,20.0,61.3,6.6
2409,35202409,3520,Toronto,584.0,485.0,285.0,15.0,58.8,4.9
2413,35202413,3520,Toronto,409.0,335.0,195.0,30.0,58.2,13.3
2414,35202414,3520,Toronto,270.0,235.0,65.0,10.0,27.7,14.3
2415,35202415,3520,Toronto,396.0,340.0,190.0,20.0,55.9,9.5
2416,35202416,3520,Toronto,410.0,345.0,190.0,30.0,55.1,13.3
2417,35202417,3520,Toronto,388.0,340.0,225.0,25.0,66.2,10.2
2418,35202418,3520,Toronto,390.0,330.0,200.0,25.0,60.6,11.1
2419,35202419,3520,Toronto,366.0,295.0,215.0,0.0,72.9,0.0
2420,35202420,3520,Toronto,3784.0,3485.0,2230.0,200.0,64.0,8.2
2430,35202430,3520,Toronto,678.0,585.0,360.0,45.0,61.5,11.1
2431,35202431,3520,Toronto,3010.0,2715.0,1455.0,95.0,53.6,6.1
2433,35202433,3520,Toronto,1538.0,1310.0,735.0,80.0,56.1,9.9
2434,35202434,3520,Toronto,337.0,315.0,115.0,0.0,36.5,0.0
2436,35202436,3520,Toronto,469.0,435.0,270.0,10.0,62.1,3.6
2439,35202439,3520,Toronto,465.0,465.0,250.0,0.0,53.8,0.0
2440,35202440,3520,Toronto,465.0,375.0,255.0,10.0,68.0,3.7
2441,35202441,3520,Toronto,553.0,465.0,220.0,30.0,47.3,11.8
2442,35202442,3520,Toronto,466.0,405.0,235.0,0.0,58.0,0.0
2443,35202443,3520,Toronto,925.0,855.0,450.0,25.0,52.6,5.3
2446,35202446,3520,Toronto,343.0,310.0,135.0,20.0,43.5,12.9
2447,35202447,3520,Toronto,297.0,250.0,165.0,0.0,66.0,0.0
2448,35202448,3520,Toronto,303.0,300.0,160.0,10.0,53.3,6.1
2449,35202449,3520,Toronto,442.0,360.0,180.0,25.0,50.0,12.2
2450,35202450,3520,Toronto,321.0,295.0,180.0,0.0,61.0,0.0
2451,35202451,3520,Toronto,633.0,550.0,310.0,30.0,56.4,8.8
2452,35202452,3520,Toronto,318.0,285.0,145.0,20.0,50.9,12.5
2453,35202453,3520,Toronto,716.0,630.0,380.0,40.0,60.3,9.4
2454,35202454,3520,Toronto,907.0,760.0,480.0,20.0,63.2,4.0
2455,35202455,3520,Toronto,535.0,460.0,220.0,25.0,47.8,10.2
2456,35202456,3520,Toronto,411.0,345.0,215.0,10.0,62.3,4.3
2457,35202457,3520,Toronto,297.0,270.0,125.0,10.0,46.3,7.4
2458,35202458,3520,Toronto,355.0,335.0,180.0,45.0,53.7,20.0
2459,35202459,3520,Toronto,456.0,415.0,270.0,25.0,65.1,8.3
2460,35202460,3520,Toronto,402.0,345.0,175.0,30.0,50.7,14.6
2461,35202461,3520,Toronto,362.0,325.0,200.0,0.0,61.5,0.0
2462,35202462,3520,Toronto,1159.0,930.0,480.0,65.0,51.6,11.8
2466,35202466,3520,Toronto,925.0,,,,,
2467,35202467,3520,Toronto,592.0,515.0,285.0,35.0,55.3,10.9
2468,35202468,3520,Toronto,868.0,740.0,515.0,45.0,69.6,8.0
2469,35202469,3520,Toronto,828.0,725.0,425.0,30.0,58.6,6.5
2472,35202472,3520,Toronto,778.0,750.0,185.0,15.0,24.7,7.5
2475,35202475,3520,Toronto,624.0,485.0,320.0,15.0,66.0,4.5
2476,35202476,3520,Toronto,705.0,620.0,410.0,50.0,66.1,11.0
2477,35202477,3520,Toronto,599.0,525.0,325.0,35.0,61.9,9.7
2478,35202478,3520,Toronto,767.0,635.0,390.0,20.0,61.4,4.9
2479,35202479,3520,Toronto,577.0,505.0,300.0,30.0,59.4,9.0
2480,35202480,3520,Toronto,532.0,475.0,330.0,10.0,69.5,2.9
2481,35202481,3520,Toronto,481.0,405.0,285.0,10.0,70.4,3.4
2482,35202482,3520,Toronto,545.0,470.0,235.0,25.0,50.0,9.6
2483,35202483,3520,Toronto,1486.0,1110.0,630.0,30.0,56.8,4.5
2484,35202484,3520,Toronto,263.0,225.0,145.0,0.0,64.4,0.0
2485,35202485,3520,Toronto,308.0,250.0,160.0,15.0,64.0,8.6
2486,35202486,3520,Toronto,420.0,380.0,220.0,15.0,57.9,6.4
2487,35202487,3520,Toronto,298.0,245.0,135.0,0.0,55.1,0.0
2491,35202491,3520,Toronto,669.0,570.0,285.0,10.0,50.0,3.4
2492,35202492,3520,Toronto,391.0,330.0,210.0,0.0,63.6,0.0
2493,35202493,3520,Toronto,336.0,275.0,160.0,20.0,58.2,11.1
2494,35202494,3520,Toronto,422.0,365.0,175.0,25.0,47.9,12.5
2495,35202495,3520,Toronto,421.0,355.0,215.0,20.0,60.6,8.7
2496,35202496,3520,Toronto,629.0,555.0,335.0,15.0,60.4,4.2
2497,35202497,3520,Toronto,460.0,405.0,235.0,25.0,58.0,9.6
2498,35202498,3520,Toronto,572.0,495.0,305.0,0.0,61.6,0.0
2499,35202499,3520,Toronto,628.0,585.0,315.0,50.0,53.8,13.7
2500,35202500,3520,Toronto,489.0,420.0,190.0,60.0,45.2,24.0
2501,35202501,3520,Toronto,927.0,860.0,485.0,25.0,56.4,5.0
2502,35202502,3520,Toronto,398.0,350.0,185.0,0.0,52.9,0.0
2503,35202503,3520,Toronto,559.0,490.0,310.0,35.0,63.3,10.1
2504,35202504,3520,Toronto,601.0,515.0,305.0,50.0,59.2,14.1
2507,35202507,3520,Toronto,401.0,360.0,185.0,10.0,51.4,5.3
2508,35202508,3520,Toronto,480.0,420.0,225.0,25.0,53.6,10.0
2509,35202509,3520,Toronto,583.0,490.0,240.0,25.0,49.0,9.6
2510,35202510,3520,Toronto,790.0,695.0,455.0,40.0,65.5,8.2
2511,35202511,3520,Toronto,665.0,565.0,285.0,35.0,50.4,10.9
2512,35202512,3520,Toronto,504.0,405.0,205.0,10.0,50.6,4.7
2513,35202513,3520,Toronto,454.0,405.0,235.0,10.0,58.0,4.2
2514,35202514,3520,Toronto,461.0,425.0,225.0,35.0,52.9,13.5
2515,35202515,3520,Toronto,549.0,495.0,250.0,10.0,50.5,3.8
2516,35202516,3520,Toronto,463.0,405.0,250.0,10.0,61.7,3.8
2517,35202517,3520,Toronto,503.0,465.0,305.0,10.0,65.6,3.1
2522,35202522,3520,Toronto,465.0,395.0,280.0,20.0,70.9,6.7
2523,35202523,3520,Toronto,481.0,405.0,215.0,15.0,53.1,6.7
2524,35202524,3520,Toronto,2176.0,1880.0,1005.0,110.0,53.5,9.9
2529,35202529,3520,Toronto,1025.0,885.0,460.0,65.0,52.0,12.4
2534,35202534,3520,Toronto,960.0,890.0,635.0,45.0,71.3,6.7
2535,35202535,3520,Toronto,517.0,430.0,290.0,45.0,67.4,13.4
2547,35202547,3520,Toronto,759.0,665.0,385.0,10.0,57.9,2.5
2548,35202548,3520,Toronto,453.0,385.0,250.0,15.0,64.9,5.7
2549,35202549,3520,Toronto,516.0,465.0,275.0,15.0,59.1,5.1
2550,35202550,3520,Toronto,467.0,380.0,275.0,30.0,72.4,10.0
2551,35202551,3520,Toronto,516.0,455.0,165.0,0.0,36.3,0.0
2553,35202553,3520,Toronto,927.0,795.0,505.0,50.0,63.5,9.0
2554,35202554,3520,Toronto,924.0,750.0,480.0,50.0,64.0,9.4
2555,35202555,3520,Toronto,599.0,505.0,325.0,15.0,64.4,4.4
2560,35202560,3520,Toronto,444.0,380.0,215.0,40.0,56.6,15.7
2564,35202564,3520,Toronto,823.0,510.0,310.0,10.0,60.8,3.2
2565,35202565,3520,Toronto,628.0,525.0,370.0,0.0,70.5,0.0
2566,35202566,3520,Toronto,649.0,550.0,320.0,30.0,58.2,8.6
2567,35202567,3520,Toronto,747.0,650.0,400.0,45.0,61.5,10.1
2568,35202568,3520,Toronto,650.0,575.0,330.0,0.0,57.4,0.0
2569,35202569,3520,Toronto,773.0,685.0,450.0,30.0,65.7,6.3
2570,35202570,3520,Toronto,610.0,505.0,300.0,10.0,59.4,3.2
2571,35202571,3520,Toronto,596.0,520.0,285.0,45.0,54.8,13.6
2572,35202572,3520,Toronto,475.0,405.0,225.0,10.0,55.6,4.3
2573,35202573,3520,Toronto,615.0,520.0,285.0,15.0,54.8,5.0
2574,35202574,3520,Toronto,458.0,380.0,245.0,10.0,64.5,3.9
2575,35202575,3520,Toronto,558.0,505.0,250.0,15.0,49.5,5.6
2576,35202576,3520,Toronto,572.0,465.0,275.0,15.0,59.1,5.2
2577,35202577,3520,Toronto,474.0,380.0,220.0,20.0,57.9,8.3
2583,35202583,3520,Toronto,650.0,555.0,390.0,10.0,70.3,2.5
2584,35202584,3520,Toronto,398.0,370.0,230.0,0.0,62.2,0.0
2585,35202585,3520,Toronto,598.0,545.0,285.0,30.0,52.3,9.7
2586,35202586,3520,Toronto,491.0,435.0,230.0,40.0,52.9,14.8
2587,35202587,3520,Toronto,596.0,495.0,220.0,25.0,44.4,10.4
2588,35202588,3520,Toronto,289.0,250.0,140.0,20.0,56.0,12.5
2589,35202589,3520,Toronto,692.0,455.0,220.0,30.0,48.4,12.0
2590,35202590,3520,Toronto,417.0,365.0,230.0,0.0,63.0,0.0
2591,35202591,3520,Toronto,842.0,685.0,420.0,20.0,61.3,4.5
2592,35202592,3520,Toronto,511.0,435.0,285.0,15.0,65.5,5.0
2593,35202593,3520,Toronto,492.0,440.0,295.0,35.0,67.0,10.6
2594,35202594,3520,Toronto,369.0,310.0,200.0,25.0,64.5,10.9
2597,35202597,3520,Toronto,450.0,355.0,245.0,10.0,69.0,4.0
2598,35202598,3520,Toronto,344.0,300.0,200.0,0.0,66.7,0.0
2599,35202599,3520,Toronto,565.0,465.0,315.0,20.0,67.7,6.0
2600,35202600,3520,Toronto,462.0,385.0,250.0,0.0,64.9,0.0
2605,35202605,3520,Toronto,531.0,495.0,280.0,15.0,56.6,5.3
2606,35202606,3520,Toronto,583.0,485.0,285.0,15.0,58.8,5.0
2608,35202608,3520,Toronto,710.0,535.0,340.0,10.0,63.6,2.9
2611,35202611,3520,Toronto,404.0,310.0,185.0,10.0,59.7,5.1
2612,35202612,3520,Toronto,624.0,550.0,255.0,10.0,46.4,3.8
2613,35202613,3520,Toronto,653.0,535.0,325.0,25.0,60.7,7.2
2614,35202614,3520,Toronto,486.0,390.0,235.0,10.0,60.3,4.1
2615,35202615,3520,Toronto,455.0,375.0,180.0,35.0,48.0,15.9
2616,35202616,3520,Toronto,610.0,495.0,300.0,30.0,60.6,9.1
2617,35202617,3520,Toronto,557.0,455.0,280.0,15.0,61.5,5.0
2618,35202618,3520,Toronto,615.0,500.0,335.0,20.0,67.0,5.6
2619,35202619,3520,Toronto,622.0,550.0,380.0,20.0,69.1,4.9
2620,35202620,3520,Toronto,1502.0,1380.0,840.0,60.0,60.9,6.7
2621,35202621,3520,Toronto,476.0,365.0,225.0,20.0,61.6,8.3
2622,35202622,3520,Toronto,453.0,390.0,220.0,10.0,56.4,4.3
2623,35202623,3520,Toronto,257.0,200.0,110.0,10.0,55.0,8.7
2627,35202627,3520,Toronto,387.0,330.0,185.0,20.0,56.1,9.8
2628,35202628,3520,Toronto,1053.0,960.0,585.0,15.0,60.9,2.5
2629,35202629,3520,Toronto,491.0,445.0,275.0,10.0,61.8,3.5
2630,35202630,3520,Toronto,658.0,525.0,275.0,10.0,52.4,3.5
2636,35202636,3520,Toronto,502.0,370.0,260.0,0.0,70.3,0.0
2637,35202637,3520,Toronto,481.0,345.0,285.0,0.0,82.6,0.0
2638,35202638,3520,Toronto,504.0,400.0,225.0,25.0,56.2,9.8
2639,35202639,3520,Toronto,452.0,325.0,205.0,10.0,63.1,4.8
2640,35202640,3520,Toronto,855.0,685.0,420.0,25.0,61.3,5.6
2641,35202641,3520,Toronto,615.0,470.0,265.0,10.0,56.4,3.6
2642,35202642,3520,Toronto,445.0,305.0,195.0,15.0,63.9,7.1
2643,35202643,3520,Toronto,487.0,375.0,215.0,10.0,57.3,4.3
2644,35202644,3520,Toronto,511.0,425.0,265.0,20.0,62.4,7.1
2645,35202645,3520,Toronto,442.0,325.0,240.0,30.0,73.8,11.1
2646,35202646,3520,Toronto,630.0,460.0,305.0,0.0,66.3,0.0
2647,35202647,3520,Toronto,703.0,580.0,400.0,40.0,69.0,9.2
2648,35202648,3520,Toronto,524.0,460.0,320.0,20.0,69.6,5.9
2649,35202649,3520,Toronto,645.0,510.0,370.0,10.0,72.5,2.6
2650,35202650,3520,Toronto,680.0,560.0,385.0,20.0,68.8,4.9
2653,35202653,3520,Toronto,316.0,255.0,185.0,10.0,72.5,5.3
2654,35202654,3520,Toronto,941.0,900.0,590.0,30.0,65.6,4.8
2655,35202655,3520,Toronto,617.0,585.0,450.0,45.0,76.9,9.1
2656,35202656,3520,Toronto,737.0,665.0,495.0,25.0,74.4,4.8
2657,35202657,3520,Toronto,592.0,480.0,345.0,40.0,71.9,10.4
2666,35202666,3520,Toronto,1144.0,1120.0,840.0,45.0,75.0,5.1
2669,35202669,3520,Toronto,793.0,725.0,520.0,40.0,71.7,7.1
2670,35202670,3520,Toronto,733.0,675.0,535.0,15.0,79.3,2.7
2671,35202671,3520,Toronto,866.0,835.0,565.0,20.0,67.7,3.4
2672,35202672,3520,Toronto,449.0,410.0,310.0,15.0,75.6,4.6
2673,35202673,3520,Toronto,902.0,850.0,660.0,25.0,77.6,3.6
2674,35202674,3520,Toronto,1019.0,765.0,480.0,15.0,62.7,3.0
2675,35202675,3520,Toronto,515.0,410.0,285.0,0.0,69.5,0.0
