id,DAUID,Division code,Division name,Population,Total population 15 years and over by labour force activity,Employed,Unemployed,Employment rate,Unemployment rate
442,35200442,3520,Toronto,455.0,365.0,210.0,30.0,57.5,12.5
443,35200443,3520,Toronto,471.0,415.0,200.0,10.0,48.2,4.8
444,35200444,3520,Toronto,583.0,375.0,165.0,10.0,44.0,5.9
445,35200445,3520,Toronto,471.0,390.0,265.0,20.0,67.9,7.1
449,35200449,3520,Toronto,469.0,370.0,200.0,40.0,54.1,16.7
450,35200450,3520,Toronto,394.0,345.0,200.0,20.0,58.0,9.1
451,35200451,3520,Toronto,304.0,240.0,130.0,0.0,54.2,0.0
452,35200452,3520,Toronto,624.0,535.0,300.0,40.0,56.1,11.6
453,35200453,3520,Toronto,657.0,570.0,285.0,15.0,50.0,5.0
454,35200454,3520,Toronto,726.0,665.0,440.0,25.0,66.2,5.4
455,35200455,3520,Toronto,409.0,350.0,210.0,0.0,60.0,0.0
456,35200456,3520,Toronto,866.0,750.0,570.0,30.0,76.0,5.0
459,35200459,3520,Toronto,295.0,235.0,110.0,20.0,46.8,16.0
460,35200460,3520,Toronto,505.0,405.0,240.0,55.0,59.3,18.6
463,35200463,3520,Toronto,512.0,470.0,210.0,20.0,44.7,8.5
464,35200464,3520,Toronto,636.0,520.0,315.0,20.0,60.6,6.1
465,35200465,3520,Toronto,649.0,535.0,325.0,30.0,60.7,8.5
466,35200466,3520,Toronto,485.0,395.0,200.0,20.0,50.6,8.9
467,35200467,3520,Toronto,696.0,630.0,345.0,40.0,54.8,10.3
468,35200468,3520,Toronto,593.0,505.0,270.0,15.0,53.5,5.3
469,35200469,3520,Toronto,475.0,390.0,200.0,30.0,51.3,13.0
470,35200470,3520,Toronto,616.0,485.0,290.0,20.0,59.8,6.3
471,35200471,3520,Toronto,1323.0,1060.0,690.0,75.0,65.1,9.9
472,35200472,3520,Toronto,604.0,505.0,325.0,30.0,64.4,8.5
475,35200475,3520,Toronto,482.0,425.0,260.0,0.0,61.2,0.0
478,35200478,3520,Toronto,492.0,420.0,280.0,25.0,66.7,8.2
479,35200479,3520,Toronto,541.0,470.0,315.0,15.0,67.0,4.5
480,35200480,3520,Toronto,399.0,325.0,195.0,0.0,60.0,0.0
481,35200481,3520,Toronto,375.0,305.0,205.0,0.0,67.2,0.0
482,35200482,3520,Toronto,431.0,340.0,225.0,25.0,66.2,10.0
483,35200483,3520,Toronto,434.0,365.0,195.0,40.0,53.4,16.7
484,35200484,3520,Toronto,764.0,590.0,330.0,20.0,55.9,5.7
488,35200488,3520,Toronto,392.0,350.0,250.0,0.0,71.4,0.0
489,35200489,3520,Toronto,347.0,340.0,215.0,0.0,63.2,0.0
490,35200490,3520,Toronto,386.0,335.0,270.0,0.0,80.6,0.0
491,35200491,3520,Toronto,463.0,370.0,180.0,30.0,48.6,14.3
492,35200492,3520,Toronto,285.0,235.0,110.0,20.0,46.8,15.4
493,35200493,3520,Toronto,324.0,265.0,185.0,0.0,69.8,0.0
494,35200494,3520,Toronto,386.0,345.0,195.0,15.0,56.5,7.1
495,35200495,3520,Toronto,429.0,385.0,190.0,25.0,49.4,11.4
497,35200497,3520,Toronto,781.0,575.0,290.0,30.0,50.4,9.2
498,35200498,3520,Toronto,447.0,390.0,205.0,25.0,52.6,10.9
499,35200499,3520,Toronto,1009.0,775.0,370.0,30.0,47.7,7.5
505,35200505,3520,Toronto,430.0,325.0,170.0,10.0,52.3,5.6
506,35200506,3520,Toronto,444.0,330.0,190.0,0.0,57.6,0.0
510,35200510,3520,Toronto,475.0,375.0,195.0,55.0,52.0,22.4
511,35200511,3520,Toronto,486.0,435.0,280.0,10.0,64.4,3.4
512,35200512,3520,Toronto,441.0,385.0,275.0,20.0,71.4,6.8
513,35200513,3520,Toronto,417.0,325.0,215.0,10.0,66.2,4.4
514,35200514,3520,Toronto,464.0,375.0,240.0,10.0,64.0,4.0
515,35200515,3520,Toronto,506.0,410.0,300.0,10.0,73.2,3.2
516,35200516,3520,Toronto,441.0,360.0,200.0,0.0,55.6,0.0
517,35200517,3520,Toronto,500.0,435.0,275.0,25.0,63.2,8.5
518,35200518,3520,Toronto,477.0,395.0,250.0,10.0,63.3,3.8
519,35200519,3520,Toronto,399.0,370.0,195.0,35.0,52.7,14.9
520,35200520,3520,Toronto,493.0,435.0,270.0,35.0,62.1,11.9
521,35200521,3520,Toronto,610.0,550.0,350.0,30.0,63.6,7.9
522,35200522,3520,Toronto,526.0,470.0,245.0,25.0,52.1,9.3
523,35200523,3520,Toronto,545.0,455.0,270.0,10.0,59.3,3.6
524,35200524,3520,Toronto,477.0,410.0,195.0,15.0,47.6,7.0
525,35200525,3520,Toronto,477.0,435.0,260.0,15.0,59.8,5.5
529,35200529,3520,Toronto,729.0,615.0,310.0,10.0,50.4,3.1
531,35200531,3520,Toronto,629.0,535.0,320.0,45.0,59.8,12.3
532,35200532,3520,Toronto,432.0,360.0,200.0,10.0,55.6,4.9
533,35200533,3520,Toronto,235.0,180.0,100.0,0.0,55.6,0.0
534,35200534,3520,Toronto,523.0,450.0,265.0,20.0,58.9,6.9
535,35200535,3520,Toronto,449.0,370.0,255.0,15.0,68.9,5.5
536,35200536,3520,Toronto,964.0,825.0,510.0,25.0,61.8,4.6
538,35200538,3520,Toronto,2337.0,1910.0,1005.0,130.0,52.6,11.5
539,35200539,3520,Toronto,1037.0,790.0,445.0,35.0,56.3,7.2
540,35200540,3520,Toronto,437.0,315.0,180.0,20.0,57.1,10.0
541,35200541,3520,Toronto,1213.0,1010.0,495.0,75.0,49.0,13.2
542,35200542,3520,Toronto,516.0,400.0,220.0,35.0,55.0,13.7
545,35200545,3520,Toronto,,60.0,0.0,0.0,0.0,0.0
561,35200561,3520,Toronto,728.0,630.0,385.0,10.0,61.1,2.5
562,35200562,3520,Toronto,487.0,390.0,260.0,10.0,66.7,3.7
563,35200563,3520,Toronto,431.0,355.0,225.0,25.0,63.4,10.2
564,35200564,3520,Toronto,522.0,445.0,355.0,0.0,79.8,0.0
565,35200565,3520,Toronto,515.0,495.0,295.0,10.0,59.6,3.3
566,35200566,3520,Toronto,514.0,455.0,285.0,20.0,62.6,6.5
567,35200567,3520,Toronto,569.0,465.0,295.0,40.0,63.4,11.9
568,35200568,3520,Toronto,484.0,410.0,245.0,10.0,59.8,4.0
569,35200569,3520,Toronto,615.0,515.0,360.0,15.0,69.9,4.0
570,35200570,3520,Toronto,450.0,370.0,255.0,20.0,68.9,7.3
571,35200571,3520,Toronto,601.0,520.0,350.0,25.0,67.3,6.8
572,35200572,3520,Toronto,561.0,460.0,325.0,30.0,70.7,8.6
573,35200573,3520,Toronto,511.0,430.0,325.0,20.0,75.6,5.8
574,35200574,3520,Toronto,462.0,385.0,230.0,15.0,59.7,6.0
575,35200575,3520,Toronto,518.0,410.0,235.0,20.0,57.3,8.0
576,35200576,3520,Toronto,679.0,525.0,320.0,20.0,61.0,5.9
577,35200577,3520,Toronto,549.0,470.0,310.0,10.0,66.0,3.2
578,35200578,3520,Toronto,362.0,315.0,205.0,20.0,65.1,8.9
579,35200579,3520,Toronto,683.0,575.0,360.0,35.0,62.6,8.8
580,35200580,3520,Toronto,440.0,340.0,230.0,10.0,67.6,4.2
581,35200581,3520,Toronto,357.0,310.0,210.0,15.0,67.7,6.7
582,35200582,3520,Toronto,792.0,645.0,390.0,45.0,60.5,10.3
583,35200583,3520,Toronto,857.0,715.0,445.0,40.0,62.2,8.2
584,35200584,3520,Toronto,491.0,410.0,245.0,40.0,59.8,14.0
585,35200585,3520,Toronto,459.0,385.0,240.0,20.0,62.3,7.7
586,35200586,3520,Toronto,513.0,430.0,275.0,15.0,64.0,5.2
587,35200587,3520,Toronto,726.0,630.0,465.0,25.0,73.8,5.1
588,35200588,3520,Toronto,828.0,725.0,435.0,35.0,60.0,7.4
589,35200589,3520,Toronto,573.0,495.0,360.0,40.0,72.7,10.0
590,35200590,3520,Toronto,500.0,395.0,255.0,15.0,64.6,5.6
591,35200591,3520,Toronto,506.0,405.0,305.0,20.0,75.3,6.2
593,35200593,3520,Toronto,478.0,420.0,305.0,10.0,72.6,3.2
594,35200594,3520,Toronto,495.0,425.0,315.0,30.0,74.1,8.6
595,35200595,3520,Toronto,457.0,395.0,245.0,10.0,62.0,3.9
596,35200596,3520,Toronto,614.0,515.0,345.0,25.0,67.0,6.7
597,35200597,3520,Toronto,378.0,300.0,220.0,25.0,73.3,10.0
598,35200598,3520,Toronto,455.0,330.0,220.0,35.0,66.7,13.7
599,35200599,3520,Toronto,558.0,450.0,260.0,15.0,57.8,5.5
600,35200600,3520,Toronto,415.0,370.0,275.0,0.0,74.3,0.0
601,35200601,3520,Toronto,390.0,335.0,215.0,15.0,64.2,6.5
602,35200602,3520,Toronto,449.0,375.0,265.0,15.0,70.7,5.3
603,35200603,3520,Toronto,718.0,585.0,380.0,10.0,65.0,2.6
604,35200604,3520,Toronto,609.0,535.0,340.0,45.0,63.6,11.7
605,35200605,3520,Toronto,716.0,595.0,415.0,20.0,69.7,4.6
606,35200606,3520,Toronto,447.0,420.0,275.0,10.0,65.5,3.4
610,35200610,3520,Toronto,269.0,205.0,135.0,0.0,65.9,0.0
611,35200611,3520,Toronto,443.0,360.0,255.0,15.0,70.8,5.6
612,35200612,3520,Toronto,593.0,465.0,335.0,35.0,72.0,9.5
639,35200639,3520,Toronto,381.0,335.0,205.0,15.0,61.2,7.0
640,35200640,3520,Toronto,473.0,410.0,230.0,10.0,56.1,4.1
641,35200641,3520,Toronto,1033.0,790.0,365.0,100.0,46.2,21.5
642,35200642,3520,Toronto,452.0,380.0,270.0,0.0,71.1,0.0
643,35200643,3520,Toronto,556.0,475.0,360.0,0.0,75.8,0.0
644,35200644,3520,Toronto,473.0,400.0,270.0,30.0,67.5,10.0
645,35200645,3520,Toronto,510.0,445.0,285.0,10.0,64.0,3.4
646,35200646,3520,Toronto,411.0,330.0,230.0,0.0,69.7,0.0
647,35200647,3520,Toronto,357.0,300.0,200.0,10.0,66.7,4.9
648,35200648,3520,Toronto,505.0,450.0,245.0,10.0,54.4,3.8
649,35200649,3520,Toronto,528.0,435.0,290.0,10.0,66.7,3.3
650,35200650,3520,Toronto,632.0,515.0,360.0,15.0,69.9,3.9
651,35200651,3520,Toronto,681.0,550.0,365.0,20.0,66.4,5.2
652,35200652,3520,Toronto,591.0,455.0,360.0,10.0,79.1,2.7
653,35200653,3520,Toronto,405.0,320.0,215.0,15.0,67.2,6.7
654,35200654,3520,Toronto,1110.0,810.0,610.0,0.0,75.3,0.0
655,35200655,3520,Toronto,534.0,460.0,305.0,25.0,66.3,7.6
656,35200656,3520,Toronto,443.0,410.0,155.0,25.0,37.8,13.5
657,35200657,3520,Toronto,712.0,585.0,385.0,10.0,65.8,2.6
658,35200658,3520,Toronto,546.0,435.0,320.0,10.0,73.6,3.0
659,35200659,3520,Toronto,425.0,360.0,275.0,0.0,76.4,0.0
660,35200660,3520,Toronto,564.0,450.0,330.0,30.0,73.3,8.3
661,35200661,3520,Toronto,740.0,590.0,260.0,55.0,44.1,17.5
662,35200662,3520,Toronto,768.0,560.0,420.0,10.0,75.0,2.3
663,35200663,3520,Toronto,262.0,220.0,175.0,0.0,79.5,0.0
664,35200664,3520,Toronto,694.0,565.0,390.0,10.0,69.0,2.5
665,35200665,3520,Toronto,741.0,610.0,370.0,45.0,60.7,10.8
666,35200666,3520,Toronto,666.0,495.0,340.0,40.0,68.7,10.7
667,35200667,3520,Toronto,466.0,380.0,305.0,10.0,80.3,3.2
668,35200668,3520,Toronto,299.0,250.0,210.0,10.0,84.0,4.5
669,35200669,3520,Toronto,315.0,270.0,215.0,10.0,79.6,4.5
670,35200670,3520,Toronto,513.0,390.0,275.0,0.0,70.5,0.0
671,35200671,3520,Toronto,409.0,375.0,315.0,0.0,84.0,0.0
672,35200672,3520,Toronto,325.0,260.0,190.0,10.0,73.1,4.9
673,35200673,3520,Toronto,489.0,445.0,245.0,40.0,55.1,14.0
674,35200674,3520,Toronto,906.0,810.0,615.0,15.0,75.9,2.4
675,35200675,3520,Toronto,510.0,420.0,265.0,25.0,63.1,8.6
676,35200676,3520,Toronto,521.0,415.0,275.0,45.0,66.3,13.8
677,35200677,3520,Toronto,481.0,380.0,265.0,15.0,69.7,5.5
678,35200678,3520,Toronto,682.0,550.0,340.0,15.0,61.8,4.2
679,35200679,3520,Toronto,481.0,400.0,360.0,0.0,90.0,0.0
680,35200680,3520,Toronto,792.0,690.0,460.0,45.0,66.7,8.9
681,35200681,3520,Toronto,513.0,385.0,285.0,10.0,74.0,3.3
682,35200682,3520,Toronto,412.0,330.0,190.0,10.0,57.6,5.3
683,35200683,3520,Toronto,785.0,655.0,470.0,35.0,71.8,7.0
686,35200686,3520,Toronto,1001.0,855.0,495.0,50.0,57.9,9.2
687,35200687,3520,Toronto,491.0,405.0,235.0,30.0,58.0,11.3
688,35200688,3520,Toronto,477.0,395.0,270.0,15.0,68.4,5.3
689,35200689,3520,Toronto,383.0,365.0,250.0,0.0,68.5,0.0
690,35200690,3520,Toronto,466.0,360.0,205.0,45.0,56.9,18.0
691,35200691,3520,Toronto,325.0,290.0,170.0,30.0,58.6,15.0
692,35200692,3520,Toronto,368.0,320.0,170.0,25.0,53.1,12.8
693,35200693,3520,Toronto,544.0,465.0,305.0,20.0,65.6,6.2
694,35200694,3520,Toronto,645.0,495.0,360.0,15.0,72.7,4.1
695,35200695,3520,Toronto,579.0,550.0,350.0,35.0,63.6,9.1
696,35200696,3520,Toronto,356.0,305.0,200.0,10.0,65.6,4.9
697,35200697,3520,Toronto,592.0,480.0,230.0,30.0,47.9,11.3
698,35200698,3520,Toronto,310.0,275.0,185.0,10.0,67.3,5.1
699,35200699,3520,Toronto,462.0,415.0,240.0,0.0,57.8,0.0
700,35200700,3520,Toronto,338.0,275.0,190.0,10.0,69.1,5.1
701,35200701,3520,Toronto,537.0,465.0,285.0,40.0,61.3,12.3
702,35200702,3520,Toronto,620.0,510.0,260.0,30.0,51.0,10.2
703,35200703,3520,Toronto,673.0,580.0,325.0,30.0,56.0,8.5
704,35200704,3520,Toronto,595.0,525.0,235.0,30.0,44.8,11.1
705,35200705,3520,Toronto,1035.0,795.0,465.0,30.0,58.5,6.0
706,35200706,3520,Toronto,489.0,420.0,295.0,10.0,70.2,3.3
707,35200707,3520,Toronto,354.0,300.0,200.0,25.0,66.7,11.1
708,35200708,3520,Toronto,482.0,385.0,280.0,20.0,72.7,6.8
709,35200709,3520,Toronto,557.0,445.0,300.0,20.0,67.4,6.2
710,35200710,3520,Toronto,499.0,425.0,340.0,0.0,80.0,0.0
711,35200711,3520,Toronto,432.0,370.0,280.0,10.0,75.7,3.5
712,35200712,3520,Toronto,703.0,590.0,385.0,20.0,65.3,4.9
713,35200713,3520,Toronto,454.0,415.0,250.0,25.0,60.2,9.1
714,35200714,3520,Toronto,394.0,325.0,245.0,20.0,75.4,7.7
715,35200715,3520,Toronto,412.0,320.0,240.0,0.0,75.0,0.0
716,35200716,3520,Toronto,316.0,275.0,165.0,25.0,60.0,13.5
717,35200717,3520,Toronto,462.0,390.0,225.0,15.0,57.7,6.1
718,35200718,3520,Toronto,1466.0,1095.0,570.0,65.0,52.1,10.2
719,35200719,3520,Toronto,897.0,715.0,460.0,10.0,64.3,2.1
720,35200720,3520,Toronto,599.0,475.0,265.0,25.0,55.8,8.5
724,35200724,3520,Toronto,619.0,495.0,295.0,25.0,59.6,7.8
725,35200725,3520,Toronto,659.0,570.0,390.0,30.0,68.4,7.1
726,35200726,3520,Toronto,416.0,355.0,210.0,20.0,59.2,8.7
727,35200727,3520,Toronto,458.0,415.0,240.0,0.0,57.8,0.0
728,35200728,3520,Toronto,793.0,695.0,225.0,20.0,32.4,8.2
729,35200729,3520,Toronto,364.0,305.0,185.0,15.0,60.7,7.5
730,35200730,3520,Toronto,347.0,310.0,210.0,0.0,67.7,0.0
731,35200731,3520,Toronto,416.0,345.0,245.0,10.0,71.0,4.0
732,35200732,3520,Toronto,551.0,485.0,360.0,35.0,74.2,8.9
733,35200733,3520,Toronto,497.0,385.0,325.0,20.0,84.4,5.8
734,35200734,3520,Toronto,389.0,320.0,195.0,15.0,60.9,7.1
735,35200735,3520,Toronto,405.0,350.0,270.0,0.0,77.1,0.0
736,35200736,3520,Toronto,393.0,305.0,215.0,10.0,70.5,4.5
737,35200737,3520,Toronto,369.0,305.0,220.0,10.0,72.1,4.4
738,35200738,3520,Toronto,437.0,370.0,250.0,15.0,67.6,5.6
739,35200739,3520,Toronto,584.0,505.0,355.0,20.0,70.3,5.3
740,35200740,3520,Toronto,544.0,420.0,300.0,35.0,71.4,10.4
741,35200741,3520,Toronto,670.0,605.0,320.0,20.0,52.9,5.9
744,35200744,3520,Toronto,868.0,735.0,550.0,25.0,74.8,4.3
745,35200745,3520,Toronto,647.0,590.0,320.0,30.0,54.2,8.6
746,35200746,3520,Toronto,860.0,645.0,415.0,20.0,64.3,4.7
747,35200747,3520,Toronto,537.0,430.0,280.0,15.0,65.1,5.1
748,35200748,3520,Toronto,604.0,460.0,330.0,25.0,71.7,6.9
749,35200749,3520,Toronto,509.0,400.0,265.0,30.0,66.2,10.2
750,35200750,3520,Toronto,493.0,390.0,245.0,0.0,62.8,0.0
751,35200751,3520,Toronto,530.0,425.0,270.0,10.0,63.5,3.6
752,35200752,3520,Toronto,370.0,315.0,165.0,15.0,52.4,8.3
753,35200753,3520,Toronto,615.0,510.0,290.0,10.0,56.9,3.3
754,35200754,3520,Toronto,692.0,635.0,375.0,15.0,59.1,3.8
755,35200755,3520,Toronto,435.0,405.0,270.0,45.0,66.7,14.3
756,35200756,3520,Toronto,838.0,805.0,540.0,40.0,67.1,6.8
768,35200768,3520,Toronto,393.0,350.0,245.0,10.0,70.0,4.0
769,35200769,3520,Toronto,492.0,415.0,315.0,10.0,75.9,3.0
770,35200770,3520,Toronto,748.0,440.0,310.0,35.0,70.5,10.3
771,35200771,3520,Toronto,877.0,820.0,335.0,10.0,40.9,2.9
772,35200772,3520,Toronto,462.0,395.0,265.0,50.0,67.1,16.1
774,35200774,3520,Toronto,414.0,,,,,
782,35200782,3520,Toronto,773.0,605.0,435.0,50.0,71.9,10.4
783,35200783,3520,Toronto,507.0,490.0,320.0,45.0,65.3,12.3
791,35200791,3520,Toronto,454.0,435.0,210.0,15.0,48.3,6.5
792,35200792,3520,Toronto,686.0,600.0,415.0,15.0,69.2,3.5
794,35200794,3520,Toronto,519.0,450.0,350.0,25.0,77.8,6.8
795,35200795,3520,Toronto,449.0,415.0,275.0,20.0,66.3,6.8
796,35200796,3520,Toronto,477.0,425.0,375.0,0.0,88.2,0.0
797,35200797,3520,Toronto,452.0,425.0,345.0,10.0,81.2,2.8
798,35200798,3520,Toronto,449.0,415.0,300.0,10.0,72.3,3.2
802,35200802,3520,Toronto,1210.0,760.0,230.0,60.0,30.3,20.7
803,35200803,3520,Toronto,791.0,555.0,255.0,45.0,45.9,15.0
804,35200804,3520,Toronto,392.0,240.0,90.0,25.0,37.5,21.7
805,35200805,3520,Toronto,2091.0,1275.0,505.0,145.0,39.6,22.5
806,35200806,3520,Toronto,492.0,400.0,230.0,10.0,57.5,4.0
807,35200807,3520,Toronto,156.0,135.0,95.0,10.0,70.4,10.0
808,35200808,3520,Toronto,478.0,435.0,335.0,20.0,77.0,5.6
809,35200809,3520,Toronto,407.0,265.0,190.0,0.0,71.7,0.0
810,35200810,3520,Toronto,529.0,395.0,155.0,35.0,39.2,18.4
811,35200811,3520,Toronto,397.0,315.0,135.0,10.0,42.9,6.9
812,35200812,3520,Toronto,625.0,,,,,
813,35200813,3520,Toronto,413.0,340.0,255.0,30.0,75.0,10.5
814,35200814,3520,Toronto,1215.0,1105.0,650.0,85.0,58.8,11.6
815,35200815,3520,Toronto,555.0,460.0,235.0,65.0,51.1,21.3
821,35200821,3520,Toronto,525.0,365.0,320.0,10.0,87.7,3.1
822,35200822,3520,Toronto,858.0,825.0,625.0,15.0,75.8,2.3
826,35200826,3520,Toronto,1070.0,965.0,675.0,35.0,69.9,4.9
827,35200827,3520,Toronto,430.0,385.0,275.0,30.0,71.4,10.2
828,35200828,3520,Toronto,574.0,455.0,320.0,25.0,70.3,7.4
830,35200830,3520,Toronto,1297.0,1130.0,770.0,55.0,68.1,6.7
831,35200831,3520,Toronto,548.0,460.0,345.0,10.0,75.0,2.8
832,35200832,3520,Toronto,621.0,555.0,430.0,20.0,77.5,4.5
833,35200833,3520,Toronto,809.0,695.0,460.0,55.0,66.2,10.8
852,35200852,3520,Toronto,1863.0,1800.0,1605.0,30.0,89.2,1.8
855,35200855,3520,Toronto,548.0,530.0,380.0,35.0,71.7,8.4
859,35200859,3520,Toronto,287.0,255.0,165.0,0.0,64.7,0.0
860,35200860,3520,Toronto,667.0,640.0,370.0,15.0,57.8,3.9
861,35200861,3520,Toronto,518.0,485.0,380.0,30.0,78.4,7.4
862,35200862,3520,Toronto,458.0,440.0,305.0,15.0,69.3,4.6
863,35200863,3520,Toronto,334.0,300.0,135.0,25.0,45.0,16.1
864,35200864,3520,Toronto,480.0,415.0,235.0,0.0,56.6,0.0
865,35200865,3520,Toronto,693.0,500.0,275.0,40.0,55.0,12.7
866,35200866,3520,Toronto,591.0,380.0,190.0,30.0,50.0,13.0
867,35200867,3520,Toronto,1111.0,905.0,240.0,25.0,26.5,9.4
868,35200868,3520,Toronto,459.0,410.0,230.0,20.0,56.1,8.2
869,35200869,3520,Toronto,701.0,620.0,375.0,55.0,60.5,12.8
870,35200870,3520,Toronto,1398.0,1310.0,1010.0,60.0,77.1,5.6
876,35200876,3520,Toronto,486.0,395.0,245.0,20.0,62.0,7.5
877,35200877,3520,Toronto,434.0,390.0,260.0,20.0,66.7,7.1
878,35200878,3520,Toronto,612.0,555.0,360.0,45.0,64.9,11.1
879,35200879,3520,Toronto,448.0,385.0,265.0,0.0,68.8,0.0
880,35200880,3520,Toronto,535.0,460.0,330.0,20.0,71.7,5.8
881,35200881,3520,Toronto,394.0,340.0,215.0,15.0,63.2,6.5
882,35200882,3520,Toronto,399.0,355.0,205.0,15.0,57.7,6.8
883,35200883,3520,Toronto,463.0,420.0,260.0,35.0,61.9,11.9
884,35200884,3520,Toronto,586.0,500.0,255.0,20.0,51.0,7.1
885,35200885,3520,Toronto,563.0,510.0,290.0,45.0,56.9,13.4
886,35200886,3520,Toronto,773.0,700.0,405.0,35.0,57.9,8.0
887,35200887,3520,Toronto,614.0,540.0,390.0,10.0,72.2,2.5
888,35200888,3520,Toronto,453.0,390.0,215.0,10.0,55.1,4.4
889,35200889,3520,Toronto,535.0,425.0,260.0,15.0,61.2,5.5
890,35200890,3520,Toronto,579.0,525.0,380.0,45.0,72.4,10.6
891,35200891,3520,Toronto,347.0,305.0,150.0,10.0,49.2,6.2
892,35200892,3520,Toronto,644.0,605.0,445.0,20.0,73.6,4.3
893,35200893,3520,Toronto,330.0,295.0,180.0,15.0,61.0,7.5
894,35200894,3520,Toronto,518.0,455.0,145.0,10.0,31.9,6.5
895,35200895,3520,Toronto,551.0,530.0,355.0,10.0,67.0,2.7
896,35200896,3520,Toronto,378.0,355.0,235.0,30.0,66.2,11.3
897,35200897,3520,Toronto,654.0,560.0,325.0,25.0,58.0,7.1
898,35200898,3520,Toronto,584.0,405.0,195.0,35.0,48.1,15.2
899,35200899,3520,Toronto,417.0,,,,,
900,35200900,3520,Toronto,437.0,360.0,225.0,15.0,62.5,6.2
901,35200901,3520,Toronto,422.0,365.0,180.0,20.0,49.3,10.3
902,35200902,3520,Toronto,663.0,615.0,320.0,25.0,52.0,7.1
903,35200903,3520,Toronto,396.0,280.0,155.0,10.0,55.4,6.2
905,35200905,3520,Toronto,460.0,385.0,285.0,10.0,74.0,3.3
906,35200906,3520,Toronto,1203.0,790.0,480.0,20.0,60.8,4.0
907,35200907,3520,Toronto,447.0,405.0,295.0,15.0,72.8,4.8
908,35200908,3520,Toronto,561.0,485.0,375.0,10.0,77.3,2.6
909,35200909,3520,Toronto,646.0,575.0,435.0,25.0,75.7,5.4
910,35200910,3520,Toronto,590.0,530.0,360.0,55.0,67.9,13.4
911,35200911,3520,Toronto,337.0,295.0,235.0,15.0,79.7,6.1
912,35200912,3520,Toronto,380.0,,,,,
913,35200913,3520,Toronto,632.0,580.0,470.0,20.0,81.0,4.1
914,35200914,3520,Toronto,533.0,485.0,315.0,10.0,64.9,3.0
915,35200915,3520,Toronto,756.0,685.0,345.0,15.0,50.4,4.1
916,35200916,3520,Toronto,535.0,530.0,295.0,10.0,55.7,3.2
917,35200917,3520,Toronto,335.0,290.0,240.0,10.0,82.8,4.2
918,35200918,3520,Toronto,237.0,210.0,160.0,0.0,76.2,0.0
919,35200919,3520,Toronto,443.0,410.0,290.0,30.0,70.7,9.5
920,35200920,3520,Toronto,577.0,550.0,395.0,15.0,71.8,3.6
921,35200921,3520,Toronto,477.0,360.0,200.0,40.0,55.6,16.7
922,35200922,3520,Toronto,560.0,490.0,335.0,55.0,68.4,14.1
923,35200923,3520,Toronto,362.0,300.0,195.0,0.0,65.0,0.0
924,35200924,3520,Toronto,346.0,305.0,230.0,10.0,75.4,4.2
925,35200925,3520,Toronto,375.0,345.0,270.0,20.0,78.3,6.9
926,35200926,3520,Toronto,288.0,265.0,165.0,20.0,62.3,10.8
927,35200927,3520,Toronto,409.0,340.0,270.0,30.0,79.4,10.2
928,35200928,3520,Toronto,344.0,295.0,175.0,20.0,59.3,10.3
929,35200929,3520,Toronto,457.0,410.0,270.0,15.0,65.9,5.3
930,35200930,3520,Toronto,480.0,400.0,270.0,10.0,67.5,3.6
931,35200931,3520,Toronto,449.0,390.0,220.0,15.0,56.4,6.4
932,35200932,3520,Toronto,461.0,325.0,195.0,20.0,60.0,9.3
933,35200933,3520,Toronto,458.0,375.0,210.0,35.0,56.0,14.6
934,35200934,3520,Toronto,577.0,445.0,240.0,45.0,53.9,15.8
935,35200935,3520,Toronto,396.0,335.0,185.0,15.0,55.2,7.3
936,35200936,3520,Toronto,319.0,290.0,145.0,50.0,50.0,25.0
937,35200937,3520,Toronto,394.0,330.0,170.0,25.0,51.5,12.8
938,35200938,3520,Toronto,355.0,330.0,190.0,25.0,57.6,11.6
939,35200939,3520,Toronto,427.0,380.0,220.0,0.0,57.9,0.0
940,35200940,3520,Toronto,263.0,245.0,145.0,0.0,59.2,0.0
941,35200941,3520,Toronto,355.0,325.0,210.0,0.0,64.6,0.0
942,35200942,3520,Toronto,649.0,515.0,245.0,40.0,47.6,14.3
943,35200943,3520,Toronto,252.0,215.0,165.0,10.0,76.7,5.7
944,35200944,3520,Toronto,505.0,405.0,215.0,30.0,53.1,12.2
945,35200945,3520,Toronto,510.0,455.0,265.0,10.0,58.2,3.6
946,35200946,3520,Toronto,463.0,405.0,295.0,15.0,72.8,4.8
949,35200949,3520,Toronto,519.0,440.0,305.0,15.0,69.3,4.8
950,35200950,3520,Toronto,540.0,445.0,265.0,15.0,59.6,5.4
951,35200951,3520,Toronto,670.0,585.0,310.0,15.0,53.0,4.8
952,35200952,3520,Toronto,1053.0,910.0,600.0,35.0,65.9,5.5
953,35200953,3520,Toronto,245.0,225.0,170.0,25.0,75.6,12.8
954,35200954,3520,Toronto,466.0,395.0,215.0,0.0,54.4,0.0
955,35200955,3520,Toronto,1368.0,1175.0,605.0,70.0,51.5,10.4
956,35200956,3520,Toronto,435.0,390.0,270.0,15.0,69.2,5.3
957,35200957,3520,Toronto,832.0,595.0,320.0,60.0,53.8,16.0
958,35200958,3520,Toronto,396.0,330.0,195.0,25.0,59.1,11.4
959,35200959,3520,Toronto,698.0,555.0,360.0,25.0,64.9,6.5
960,35200960,3520,Toronto,410.0,320.0,230.0,0.0,71.9,0.0
